#漢字	音標	解釋
㐴	pʰan1	
覬	t͡ɕi5	
覭	mᵇi̯e̞7	
覺	t͡ɕi̯ɑʊ̯5	
覺	ko̞7	白讀，如：不緊～
覺	t͡ɕi̯o̞7	
覽	nan3	
覿	ti̯e̞7	
觀	kwan1	
觀	kwan5	
角	t͡ɕi̯o̞7	角色
角	ko̞7	
觕	t͡s̻ʰo̞7	
觖	t͡ɕy̑e̞7	
觡	ke̞7	
解	kaɪ̯3	
解	t͡ɕi̯ɛɪ̯3	文讀
解	ɕi̯ɛɪ̯5	姓氏
觪	ɕy̑in1	
觬	n̠ᶽi2	
觱	pi̯e̞7	
觲	ɕy̑in1	
觳	xo̞7	
觴	s̻ɑŋ1	
觷	j̟o̞7	
觷	ɕi̯o̞7	把獸角加工成器具
觸	t͡s̻o̞7	
觺	n̠ᶽi̯e̞7	
觻	no̞7	觻得縣名在張掖
觼	t͡ɕy̑e̞7	
言	j̟e̞n2	
訂	tin5	
訃	fʋ̩5	
訃	pʰo̞7	
計	t͡ɕi5	
訊	ɕy̑in5	
訌	ko̞ŋ5	
討	tʰɑʊ̯3	
訐	t͡ɕi̯e̞7	
訓	ɕy̑in5	
訕	s̻an5	
訖	t͡ɕi̯e̞7	
託	tʰo̞7	
記	t͡ɕi5	
訛	ŋɔ2	
訝	j̟ɑ5	
訟	s̻o̞ŋ5	
訣	t͡ɕy̑e̞7	
訥	no̞7	
訪	fɑŋ3	
設	s̻e̞7	
訰	t͡s̻ə̟n5	
許	xe̞ɪ̯3	許實，許起
許	ɕy̑i3	
訴	s̻u̜5	
訶	xɔ1	
訹	ɕi̯o̞7	
診	t͡s̻ə̟n1	門～
訾	t͡s̻ɹ̆ᶤ̞3	籽～：表示身上隆起的小疙瘩
詄	ti̯e̞7	
詐	t͡s̻ɑ5	
詒	j̟i2	
詔	t͡s̻ɑʊ̯5	
評	pʰin2	
詖	pi5	
詗	ɕy̑in5	
詘	t͡ɕʰi̯o̞7	
詛	t͡s̻u̜3	
詞	t͡s̻ʰɹ̆ᶤ̞2	
詠	y̑in3	
詡	ɕy̑i3	
詢	ɕy̑in5	
詣	n̠ᶽi5	
詥	xo̞7	
試	s̻ɹ̆ᶤ̞5	
詧	t͡s̻ʰa7	
詧	t͡ɕʰi̯e̞7	
詩	s̻ɹ̆ᶤ̞1	
詫	t͡s̻ʰɑ5	
詬	kəʊ̯5	
詭	kwe̞ɪ̯3	
詰	t͡ɕʰi̯e̞7	
話	xwɑ5	
該	kaɪ̯1	
詳	ɕi̯ɑŋ2	
詻	ŋe̞7	
詼	xwe̞ɪ̯1	
詾	ɕi̯o̞ŋ3	動詞表示訓斥
誅	t͡s̻u̜1	
誌	t͡s̻ɹ̆ᶤ̞5	
認	z̻ə̟n5	
誎	t͡ɕʰi̯o̞7	
誓	s̻ɹ̆ᶤ̞5	
誕	tan5	
誖	po̞7	
誘	j̟əʊ̯5	
誜	s̻wɑ5	
語	y̑i3	
誠	t͡s̻ʰə̟n2	
誡	kaɪ̯5	
誡	t͡ɕi̯ɛɪ̯5	文讀
誣	ʋ̩1	
誤	ʋ̩5	
誥	kɑʊ̯5	
誦	s̻o̞ŋ5	
說	s̻o̞7	
說	s̻we̞ɪ̯5	
誰	s̻we̞ɪ̯2	
課	kʰɔ5	
誶	t͡ɕi̯o̞7	
誷	wɑŋ3	
誻	tʰa7	
誼	n̠ᶽi5	
調	tʰi̯ɑʊ̯2	
調	ti̯ɑʊ̯5	
諄	t͡s̻ə̟n1	
談	tʰan2	
諊	t͡ɕi̯o̞7	
請	t͡ɕʰin3	
諎	t͡s̻e̞7	
諑	t͡s̻o̞7	
諒	ni̯ɑŋ5	
論	nə̟n2	
論	nə̟n5	
諜	ti̯e̞7	
諞	pʰi̯e̞n3	動詞，表示欺騙之意
諧	ɕi̯ɛɪ̯2	
諫	t͡ɕi̯e̞n5	
諱	xwe̞ɪ̯5	
諳	ŋan1	文讀音
諳	ŋan2	白讀，表示推測，估計
諷	fo̞ŋ3	
諸	t͡s̻u̜1	
諺	j̟e̞n5	
諽	kʰe̞7	
諽	ke̞7	
諾	z̻o̞7	
諿	t͡ɕʰi̯e̞7	
謀	mᵇo̞ŋ2	
謁	j̟e̞7	
謂	we̞ɪ̯5	
謄	tʰə̟n2	
謅	t͡s̻ʰəʊ̯1	存疑，因本地無此詞
謇	t͡ɕi̯e̞n3	口吃者
謈	pʰo̞7	
謈	po̞7	
謊	xwɑŋ3	
謋	xwe̞7	
謍	y̑in2	
謎	mᵇi2	
謏	s̻o̞7	
謐	mᵇi̯e̞7	
謔	ɕi̯o̞7	
謖	s̻o̞7	
謗	pɑŋ5	
謙	t͡ɕʰi̯e̞n1	
講	t͡ɕi̯ɑŋ3	
謝	ɕi5	
謞	xo̞7	
謟	tʰɑʊ̯1	罵，也作（滔）（𰵽）（弢）通常講（日～）
謠	j̟ɑʊ̯2	
謨	mᵇu̜2	回憶
謨	mᵇo̞7	地名如望～
謫	t͡s̻e̞7	
謬	mᵇi̯ɑʊ̯5	
謮	t͡s̻e̞7	
謳	ŋəʊ̯1	
謶	t͡s̻o̞7	
謸	ŋɑʊ̯2	白讀，作動詞，表示狡辯
謹	t͡ɕin3	
謺	t͡s̻e̞7	
譈	twe̞ɪ̯5	
證	t͡s̻ə̟n5	
譎	t͡ɕy̑e̞7	
譏	t͡ɕi1	
識	s̻e̞7	
譚	tʰan2	
譜	pʰu̜3	
譝	s̻ə̟n2	
警	t͡ɕin3	
譬	pʰe̞ɪ̯5	
譯	j̟e̞7	
議	n̠ᶽi5	
譶	tʰa7	
譶	t͡s̻e̞7	
護	xu̜5	最老派文讀
護	fʋ̩5	
譽	y̑i5	
讀	to̞7	
讁	t͡s̻e̞7	
變	pi̯e̞n5	
讋	t͡s̻e̞7	
讎	t͡s̻ʰəʊ̯2	
讒	t͡s̻ʰan2	
讓	z̻ɑŋ5	
讗	kwe̞7	讗嚄疾言
讘	n̠ᶽi̯e̞7	
讚	t͡s̻an5	
讞	n̠ᶽi̯e̞7	
讟	to̞7	
谻	t͡ɕi̯e̞7	
谿	t͡ɕʰi1	
豁	xo̞7	
豄	to̞7	
豆	təʊ̯5	
豈	t͡ɕʰi3	
豉	s̻ɹ̆ᶤ̞2	
豌	wan1	
豎	s̻u̜5	
豐	fo̞ŋ1	
豑	t͡s̻ʰe̞7	
豕	s̻ɹ̆ᶤ̞3	
豖	t͡s̻ʰo̞7	
豚	tʰə̟n2	
豛	j̟o̞7	
豟	ŋe̞7	
象	ɕi̯ɑŋ5	
象	t͡ɕʰi̯ɑŋ5	白讀
豥	kaɪ̯1	
豪	xɑʊ̯2	
豫	y̑i5	
豬	t͡s̻u̜1	
豰	xo̞7	
豸	t͡s̻ɹ̆ᶤ̞5	
豹	pɑʊ̯5	
豺	t͡s̻ʰaɪ̯2	
豼	pʰi2	
豽	na7	
豿	xo̞7	
貀	na7	
貂	ti̯ɑʊ̯1	
貈	xo̞7	
貉	xo̞7	
貉	mᵇe̞7	
貊	mᵇe̞7	
貌	mᵇɑʊ̯5	
貍	ni2	
貓	mᵇɑ2	白讀，貓兒mᵇɑ˧˩ əɹ˩˩˨
貓	mᵇɑʊ̯1	
貔	pʰi2	
貖	ŋe̞7	
貘	mᵇe̞7	
貜	t͡ɕi̯o̞7	
貝	pe̞ɪ̯5	
貞	t͡s̻ə̟n1	
負	fʋ̩5	
財	t͡s̻ʰaɪ̯2	
貢	ko̞ŋ5	
貣	tʰe̞7	
貥	xɑŋ2	
貧	pʰin2	
貨	xɔ5	
販	fan5	
貪	tʰan1	
貫	kwan5	
責	t͡s̻e̞7	
貳	əɹ5	
貴	kwe̞ɪ̯5	
貶	pi̯e̞n3	
買	mᵇaɪ̯3	
貸	taɪ̯5	
貺	xwɑŋ5	
費	fe̞ɪ̯5	
貼	tʰi̯e̞7	
貽	j̟i2	
貿	mᵇo̞ŋ5	
賀	xɔ5	
賁	pə̟n1	
賂	nu̜5	
賃	nin5	
賄	xwe̞ɪ̯5	
賅	kaɪ̯1	
資	t͡s̻ɹ̆ᶤ̞1	
賈	t͡ɕi̯ɑ3	
賈	ku̜3	
賉	ɕi̯o̞7	
賊	t͡s̻e̞7	
賒	s̻e̞ɪ̯1	
賓	pin1	
賜	t͡s̻ʰɹ̆ᶤ̞5	
賞	s̻ɑŋ3	
賠	pʰe̞ɪ̯2	
賢	ɕi̯e̞n2	
賣	mᵇaɪ̯5	
賤	t͡ɕi̯e̞n5	
賦	fʋ̩5	
質	t͡s̻e̞7	
賬	t͡s̻ɑŋ5	
賭	tu̜3	
賴	naɪ̯5	
賺	t͡s̻wan5	錯
購	kəʊ̯5	
賽	s̻aɪ̯5	
賾	t͡s̻e̞7	
贅	t͡s̻we̞ɪ̯5	
贈	t͡s̻ə̟n5	
贊	t͡s̻an5	
贍	s̻an5	
贏	j̟in2	
贓	t͡s̻ɑŋ1	
贕	to̞7	
贖	ɕi̯o̞7	
贛	kan5	
赤	t͡s̻ʰe̞7	
赥	ɕi̯e̞7	
赦	s̻e̞ɪ̯5	
赩	ɕi̯e̞7	
赫	xe̞7	
走	t͡s̻əʊ̯3	
赴	fʋ̩5	
起	t͡ɕi3	白讀
起	t͡ɕʰy̑i3	白讀又音，～不著作用，不～作用
起	t͡ɕʰi3	
赹	t͡ɕʰy̑in2	
赽	t͡ɕy̑e̞7	
趁	t͡s̻ʰə̟n5	
趃	ti̯e̞7	
超	t͡s̻ʰɑʊ̯1	
趉	t͡ɕi̯o̞7	
越	j̟e̞7	老派口語弱化，比如：～來～
越	y̑e̞7	
趌	t͡ɕi̯e̞7	
趏	t͡ɕʰi̯a7	
趏	kwa7	
趒	tʰi̯ɑʊ̯2	表示逃跑
趕	kan3	
趖	s̻ɔ1	1.表示滑動。2.萎～～：表示萎靡不振的樣子
趗	t͡ɕʰi̯o̞7	
趙	t͡s̻ɑʊ̯5	
趜	t͡ɕi̯o̞7	
趞	t͡ɕʰi̯o̞7	
趟	tʰɑŋ5	
趠	t͡s̻ʰo̞7	
趢	no̞7	
趣	t͡s̻ʰwe̞ɪ̯5	老派，如：知趣，興趣
趣	t͡ɕʰy̑i5	
趨	t͡s̻ʰwe̞ɪ̯1	
趩	t͡s̻ʰe̞7	
趯	tʰi̯e̞7	
足	t͡ɕi̯o̞7	
趴	pʰɑ3	
趵	po̞7	
趹	t͡ɕy̑e̞7	
趾	t͡s̻ɹ̆ᶤ̞3	
趿	s̻a7	
跀	y̑e̞7	
跅	tʰo̞7	
跋	pʰa7	
跌	ti̯e̞7	
跍	kʰu̜2	動詞，1.表示居住 2.表示蹲下，同（躣）
跑	pʰɑʊ̯3	
跕	tʰi̯e̞7	
跕	ti̯e̞7	
跖	t͡s̻e̞7	
跛	paɪ̯1	跛子，跛腳杆
跛	pɔ3	文讀
距	t͡ɕy̑i5	
跟	kə̟n1	
跡	t͡ɕi̯e̞7	
跥	tɔ3	
跥	tɔ5	
跨	kʰɑ2	白讀，作動詞
跨	kʰwɑ5	
跪	kʰwe̞ɪ̯3	白讀，動詞。如：把手～到桌子上
跪	kwe̞ɪ̯5	
跬	kʰwe̞ɪ̯3	
跮	t͡s̻ʰe̞7	
路	nu̜5	
跲	t͡ɕi̯a7	
跳	tʰi̯ɑʊ̯5	
躚	ɕi̯e̞n1	
跺	tɔ5	
跼	t͡ɕi̯o̞7	
踂	n̠ᶽi̯e̞7	
踄	po̞7	
踉	ni̯ɑŋ5	
踏	tʰa7	
踐	t͡ɕi̯e̞n3	部分老派口音中的文讀，如：實～
踐	t͡ɕi̯e̞n5	
踔	t͡s̻ʰo̞7	
踖	t͡ɕʰi̯o̞7	
踖	t͡ɕi̯e̞7	
踘	t͡ɕi̯o̞7	
踛	no̞7	
踢	tʰi̯e̞7	
踣	pe̞7	
踤	t͡ɕi̯o̞7	
踧	ti̯e̞7	
踧	t͡ɕi̯o̞7	
踩	t͡s̻ʰaɪ̯3	
踱	to̞7	
踾	fo̞7	
蹀	ti̯e̞7	
蹃	n̠ᶽi̯o̞7	
蹃	ne̞7	
蹄	tʰi2	
蹅	t͡s̻ʰɑ1	表示用腳（踩）的動作，又作（䟕）
蹈	tɑʊ̯5	
蹊	ɕi1	
蹋	tʰa7	
蹌	t͡ɕʰi̯ɑŋ1	
蹐	t͡ɕi̯e̞7	
蹓	ni̯əʊ̯1	
蹓	ni̯əʊ̯5	
蹕	pi̯e̞7	
蹙	t͡ɕi̯o̞7	
蹜	s̻o̞7	
蹟	t͡ɕi̯e̞7	
蹠	t͡s̻e̞7	
蹡	t͡ɕʰi̯ɑŋ1	
蹢	ti̯e̞7	
蹤	t͡s̻o̞ŋ1	
蹦	po̞ŋ5	
蹩	pi̯e̞7	
蹲	tə̟n1	
蹴	t͡ɕʰi̯o̞7	
蹶	t͡ɕy̑e̞7	
蹷	t͡ɕy̑e̞7	
蹹	tʰa7	
蹻	t͡ɕʰi̯ɑʊ̯2	不內行而顯得笨手笨腳的樣子
蹻	t͡ɕi̯o̞7	1.走蹻蹻貌 2.舉足髙又居勺切
蹼	pʰo̞7	
躁	t͡s̻ʰɑʊ̯5	
躂	ta7	動詞，表示跌倒
躃	pi̯e̞7	
躄	pi̯e̞7	
躅	t͡s̻o̞7	
躍	j̟ɑʊ̯5	
躐	ni̯e̞7	
躑	t͡s̻e̞7	
躒	no̞7	
躒	ni̯e̞7	
躓	t͡s̻e̞7	
躚	ɕi̯e̞n1	
躞	ɕi̯e̞7	
躠	s̻a7	
躢	tʰa7	
躣	kʰu̜2	動詞，1.表示居住 2.表示蹲下，同（跍）
躩	t͡ɕʰi̯o̞7	
躩	t͡ɕi̯o̞7	
身	s̻ə̟n1	
躬	ko̞ŋ1	
躬	t͡ɕi̯o̞ŋ1	白讀又音,或作(弓)
躬	t͡ɕi̯o̞ŋ2	白讀，作動詞，如：背～起。2.作形容詞表示厲害之意。或作(弓)
躲	tɔ3	
躲	tu̜3	
躴	nɑŋ1	形容詞，表示修長，瘦小，小
躺	tʰɑŋ3	
躼	t͡s̻ɑŋ1	形容孩子長得好，“醜”
軃	tɔ3	
軄	t͡s̻e̞7	
車	t͡s̻ʰe̞ɪ̯1	
車	t͡ɕy̑i1	
軋	ŋɑ1	白讀，作動詞
軋	j̟a7	
軌	kwe̞ɪ̯3	
軍	t͡ɕy̑in1	
軏	y̑e̞7	
軒	ɕy̑e̞n1	
軔	z̻ə̟n5	
軜	na7	
軟	z̻wan3	
軟	z̻wɑ3	白讀表示拖拉，敷衍，承受力不足
軶	ŋe̞7	
軷	pʰa7	
軸	t͡s̻o̞7	
軸	t͡s̻ʰo̞7	最老派
軻	kʰɔ1	
軼	j̟e̞7	
軾	s̻e̞7	
輂	t͡ɕi̯o̞7	
較	t͡ɕi̯ɑʊ̯5	
載	t͡s̻aɪ̯3	
載	t͡s̻aɪ̯5	
輍	j̟o̞7	
輒	t͡s̻e̞7	
輔	fʋ̩3	
輕	t͡ɕʰin1	
輙	t͡s̻e̞7	
輛	ni̯ɑŋ5	
輜	t͡s̻ɹ̆ᶤ̞1	
輝	xwe̞ɪ̯1	
輞	wɑŋ3	
輟	t͡s̻we̞7	
輦	ni̯e̞n3	
輩	pe̞ɪ̯5	
輪	nə̟n2	輪胎
輯	t͡ɕi̯e̞7	
輵	ko̞7	
輸	s̻u̜1	
輹	fo̞7	
輺	t͡s̻ɹ̆ᶤ̞1	
輻	fo̞7	
轂	ko̞7	
轄	ɕi̯a7	
轆	no̞7	
轉	t͡s̻wan3	殼～：原意指小孩子的頭骨。敲殼～：弯曲食指和中指头，在小孩脑壳上敲
轉	t͡s̻wan5	
轍	t͡s̻e̞7	
轎	t͡ɕi̯ɑʊ̯5	
轐	pʰo̞7	
轖	s̻e̞7	生三
轚	t͡ɕi̯e̞7	
轟	xo̞ŋ1	
轡	pʰe̞ɪ̯5	
轢	no̞7	
轢	ni̯e̞7	
辛	ɕin1	
辜	ku̜1	
辢	na7	
辥	ɕi̯e̞7	
辦	pan5	
辨	pi̯e̞n5	
辭	t͡s̻ʰɹ̆ᶤ̞2	
辮	pi̯e̞n5	
辯	pi̯e̞n5	
辰	s̻ə̟n2	
辱	z̻o̞7	
農	no̞ŋ2	
辵	t͡s̻ʰo̞7	
辶	t͡s̻ʰo̞7	
辻	s̻e̞7	
迂	y̑i1	
迄	t͡ɕʰi̯e̞7	
迅	ɕy̑in5	
迊	t͡s̻a7	
迎	j̟in2	
近	t͡ɕin5	
迓	j̟ɑ5	
迕	ʋ̩3	
迥	t͡ɕy̑in3	
迪	ti̯e̞7	
迫	pe̞7	
迫	pʰe̞7	
迭	ti̯e̞7	
迮	t͡s̻e̞7	
述	s̻o̞7	
迷	mᵇi2	
迸	po̞ŋ5	
追	nwe̞ɪ̯1	白讀，動詞
追	t͡s̻we̞ɪ̯1	
迾	ni̯e̞7	
退	tʰwe̞ɪ̯5	
送	s̻o̞ŋ5	
逃	tʰɑʊ̯2	
逅	xəʊ̯5	
逆	n̠ᶽi̯e̞7	
透	tʰəʊ̯5	
逐	t͡s̻o̞7	
逑	t͡ɕʰi̯əʊ̯2	
途	tʰu̜2	
逖	tʰi̯e̞7	
逗	təʊ̯1	白讀，作動詞，表示哄，挑逗
逗	təʊ̯5	
通	tʰo̞ŋ1	
逛	kwɑŋ3	白讀二形容人走神或分心的樣子
逛	kwɑŋ5	
逛	kɑŋ5	白讀
逝	s̻ɹ̆ᶤ̞5	
逞	t͡s̻ʰə̟n3	
速	ɕi̯o̞7	
造	t͡s̻ʰɑʊ̯5	
造	t͡s̻ɑʊ̯5	造孽
逢	fo̞ŋ2	
連	ni̯e̞n2	
逪	t͡s̻ʰo̞7	
逫	t͡s̻o̞7	
逮	taɪ̯3	白讀
逮	ti5	讀
逯	no̞7	
進	t͡ɕin5	
逳	j̟o̞7	
逴	t͡s̻ʰo̞7	
逵	kʰwe̞ɪ̯2	
逷	tʰi̯e̞7	
逸	j̟e̞7	
逼	pi̯e̞7	
逽	n̠ᶽi̯o̞7	
逾	y̑i2	
逾	y̑i5	
遁	tə̟n5	
遂	ɕy̑i5	
遇	y̑i5	
遊	j̟əʊ̯2	
運	y̑in5	
遍	pʰi̯e̞n5	
過	kɔ5	
遏	o̞7	
遐	ɕi̯ɑ2	
道	tɑʊ̯5	
達	ta7	
違	we̞ɪ̯2	
遥	j̟ɑʊ̯2	
遜	ɕy̑in5	
遝	tʰa7	
遞	ti5	
遠	y̑e̞n3	
遢	tʰa7	
遣	t͡ɕʰi̯e̞n3	
適	s̻e̞7	
遪	s̻a7	
遬	t͡s̻ʰe̞7	
遬	s̻o̞7	
遭	t͡s̻ɑʊ̯1	
遭	t͡s̻ɑʊ̯2	白讀，表示被動
遮	t͡s̻ɹ̆ᶤ̞1	遮陽傘 遮著
遮	t͡s̻e̞ɪ̯1	
遲	t͡s̻ʰɹ̆ᶤ̞2	
遵	t͡s̻ə̟n1	
遷	t͡ɕʰi̯e̞n1	
選	ɕy̑e̞n3	
遹	j̟o̞7	
遺	j̟i2	
遼	ni̯ɑʊ̯2	
遽	t͡ɕy̑i5	
避	pi5	
邀	j̟ɑʊ̯1	
邁	mᵇaɪ̯5	
邂	ɕi̯ɛɪ̯5	
還	xaɪ̯2	白讀
邇	əɹ3	
邈	mᵇo̞7	
邊	pi̯e̞n1	
邋	na7	
邑	j̟e̞7	
邕	j̟o̞ŋ1	
邗	xan2	
邛	t͡ɕʰi̯o̞ŋ2	
邡	fɑŋ1	
那	ɑ5	口語表達
那	nɑ5	
那	nɑ3	
邤	ɕin1	
邦	pɑŋ1	
邪	ɕi2	
邯	xan2	
邲	pi̯e̞7	
邵	s̻ɑʊ̯5	
郂	kaɪ̯1	
郃	xo̞7	
郅	t͡s̻e̞7	
郆	t͡ɕi̯e̞7	
郊	t͡ɕi̯ɑʊ̯1	
郎	nɑŋ2	
郜	kɑʊ̯5	
郝	xo̞7	
郟	t͡ɕi̯a7	
郡	t͡ɕy̑in5	
郣	po̞7	
郤	t͡ɕʰi̯e̞7	
部	pu̜5	
郬	t͡ɕʰin1	
郭	kwe̞7	
郵	j̟əʊ̯2	
郹	t͡ɕi̯o̞7	
都	tu̜1	
鄀	z̻o̞7	地名在襄陽
鄂	ŋo̞7	
鄆	y̑in5	
鄉	ɕi̯ɑŋ1	
鄎	ɕi̯e̞7	
鄏	z̻o̞7	
鄐	ɕi̯o̞7	
鄐	t͡s̻ʰo̞7	
鄒	t͡s̻əʊ̯1	
鄓	j̟e̞7	
鄔	ʋ̩1	
鄖	y̑in2	
鄗	xo̞7	
鄙	pʰi3	
鄚	mᵇo̞7	
鄜	no̞7	
鄧	tə̟n5	
鄨	pi̯e̞7	水名在牂牁
鄭	t͡s̻ə̟n5	
鄰	nin2	
鄴	n̠ᶽi̯e̞7	
鄺	kʰwɑŋ5	
酆	fo̞ŋ1	
酈	ni2	魯地名又音歷
酈	ni̯e̞7	縣名在南陽亦姓又力知切
酉	j̟əʊ̯3	
酌	t͡s̻o̞7	
配	pʰe̞ɪ̯5	
酐	kan1	
酐	xɑŋ3	
酒	t͡ɕi̯əʊ̯3	
酗	ɕy̑i5	戲弄，發火
酢	t͡s̻o̞7	
酣	xan1	
酥	s̻u̜1	
酪	no̞7	
酬	t͡s̻ʰəʊ̯2	
酭	j̟əʊ̯5	
酵	kɑʊ̯5	白讀
酵	ɕi̯ɑʊ̯5	文讀
酷	kʰo̞7	
酸	s̻wan1	
醁	no̞7	
醃	j̟e̞n1	
醇	s̻wə̟n2	
醇	t͡s̻ʰwə̟n2	又音
醉	t͡s̻we̞ɪ̯5	
醊	t͡s̻we̞7	
醋	t͡s̻ʰu̜5	
醒	ɕin3	
醜	t͡s̻ʰəʊ̯3	
醟	y̑in5	
醨	ni2	
醪	nɑʊ̯2	
醫	j̟i1	
醬	t͡ɕi̯ɑŋ5	
醭	pʰo̞7	
醳	j̟e̞7	
醵	t͡ɕi̯o̞7	
醷	j̟e̞7	
釀	z̻ɑŋ3	老派文讀
釀	n̠ᶽi̯ɑŋ5	
釁	ɕin5	
釅	n̠ᶽi̯e̞n5	形容詞，用來形容荼，酒等飲料味濃厚
采	t͡s̻ʰaɪ̯3	
釉	j̟əʊ̯5	
釋	s̻e̞7	
重	t͡s̻ʰo̞ŋ2	
重	t͡s̻o̞ŋ5	
野	j̟i3	
量	ni̯ɑŋ2	
量	ni̯ɑŋ5	
釐	ni2	
金	t͡ɕin1	
釓	ka7	
釗	t͡s̻ɑʊ̯1	
釘	tin1	
釘	tin5	
釙	pʰo̞7	
釜	fʋ̩3	
針	t͡s̻ə̟n1	
釟	pa7	
釣	ti̯ɑʊ̯5	
釳	ɕi̯e̞7	
釴	j̟e̞7	
釵	t͡s̻ʰaɪ̯1	
鈄	tʰəʊ̯3	
鈅	y̑e̞7	
鈈	po̞7	
鈉	na7	
鈌	t͡ɕy̑e̞7	
鈍	tə̟n5	
鈒	s̻a7	
鈒	s̻e̞7	生三
鈔	t͡s̻ʰɑʊ̯1	
鈞	t͡ɕy̑in1	
鈠	j̟o̞7	
鈧	kʰɑŋ5	
鈯	tʰo̞7	
鈰	s̻ɹ̆ᶤ̞5	
鈴	nin2	
鈸	po̞7	
鈼	t͡s̻o̞7	
鈽	pu̜1	
鈿	ti̯e̞n5	錢
鉀	t͡ɕi̯a7	
鉆	tʰi̯e̞7	
鉍	pi̯e̞7	
鉐	s̻e̞7	
鉑	pe̞7	
鉕	pʰɔ3	
鉗	t͡ɕʰi̯e̞n2	
鉛	y̑e̞n2	白讀，如：～筆
鉛	t͡ɕʰi̯e̞n1	
鉜	fəʊ̯2	
鉝	ni̯e̞7	
鉞	y̑e̞7	
鉠	j̟ɑŋ1	
鉢	po̞7	
鉣	t͡ɕi̯e̞7	
鉤	kəʊ̯1	
鉬	mᵇo̞7	
鉸	t͡ɕi̯ɑʊ̯3	
鉻	ke̞7	
鉽	s̻e̞7	
鉿	ko̞7	
鉿	xa7	
銀	j̟in2	
銃	t͡s̻ʰo̞ŋ5	
銅	tʰo̞ŋ2	
銆	mᵇe̞7	
銉	j̟o̞7	
銊	ɕi̯o̞7	
銍	t͡s̻e̞7	
銕	tʰi̯e̞7	
銘	mᵇin2	
銛	ko̞7	
銜	xan2	
銜	ɕi̯e̞n2	文讀
銫	s̻e̞7	
銳	z̻we̞ɪ̯5	
銷	ɕi̯ɑʊ̯1	
銻	tʰi1	～鍋
銼	t͡s̻ʰɔ5	
鋁	ny̑i3	
鋈	o̞7	
鋊	y̑i5	（刀）等生銹
鋊	j̟o̞7	
鋋	s̻an2	
鋏	t͡ɕi̯a7	
鋒	fo̞ŋ1	
鋜	t͡s̻o̞7	
鋝	ne̞7	
鋤	t͡s̻ʰu̜2	
鋤	t͡s̻ʰu̜2	鋤頭
鋦	t͡ɕi̯o̞7	
鋪	pʰu̜1	
鋪	pʰu̜5	
鋭	z̻we̞ɪ̯5	
鋱	tʰe̞7	
鋸	t͡ɕy̑i5	
鋼	kɑŋ1	
鋿	s̻ɑŋ2	
錄	no̞7	
錇	pʰe̞ɪ̯2	
錊	t͡s̻o̞7	
錐	t͡ɕy̑i1	白讀，動詞，表示用針扎
錐	t͡s̻we̞ɪ̯1	
錔	tʰa7	
錖	to̞7	
錘	t͡s̻ʰwe̞ɪ̯2	
錙	t͡s̻ɹ̆ᶤ̞1	
錜	n̠ᶽi̯e̞7	
錞	s̻wə̟n2	
錠	tin5	
錢	t͡ɕʰi̯e̞n2	
錣	t͡s̻we̞7	
錥	j̟o̞7	
錦	t͡ɕin3	
錨	mᵇɑʊ̯2	
錫	ɕi̯e̞7	
錯	t͡s̻ʰɔ5	
錯	t͡s̻ʰo̞7	又音作動詞表示傾斜歪不正之意
錶	pi̯ɑʊ̯3	
鍀	te̞7	
鍁	ɕi̯e̞n1	
鍋	kɔ1	
鍍	tu̜5	
鍎	tʰo̞7	
鍑	fo̞7	
鍔	ŋo̞7	
鍘	t͡s̻a7	
鍚	j̟ɑŋ2	
鍛	twan5	
鍤	t͡s̻ʰa7	
鍩	z̻o̞7	
鍬	t͡ɕʰi̯ɑʊ̯1	
鍱	j̟e̞7	
鍵	t͡ɕi̯e̞n5	
鍺	t͡s̻e̞ɪ̯3	
鍻	t͡ɕi̯e̞7	
鎂	mᵇe̞ɪ̯3	
鎋	ɕi̯a7	
鎐	t͡s̻o̞7	
鎖	s̻ɔ3	
鎘	ke̞7	元素名
鎘	ni̯e̞7	
鎛	po̞7	
鎝	ta7	
鎝	s̻a7	
鎢	ʋ̩1	
鎣	y̑in2	
鎩	s̻a7	
鎮	t͡s̻ə̟n5	
鎰	j̟e̞7	
鎳	n̠ᶽi̯e̞7	
鏃	t͡ɕʰi̯o̞7	
鏇	ɕy̑e̞n5	
鏈	ni̯e̞n5	
鏌	mᵇo̞7	
鏎	pi̯e̞7	
鏑	ti̯e̞7	
鏕	no̞7	
鏘	t͡ɕʰi̯ɑŋ1	
鏚	t͡ɕʰi̯e̞7	
鏟	t͡s̻ʰwan3	
鏡	t͡ɕin5	
鏶	t͡ɕi̯e̞7	
鏷	pʰo̞7	
鏺	pʰo̞7	
鏽	ɕi̯əʊ̯5	
鐃	nɑʊ̯2	
鐅	pʰi̯e̞7	
鐍	t͡ɕy̑e̞7	
鐐	ni̯ɑʊ̯2	
鐘	t͡s̻o̞ŋ1	
鐧	t͡ɕi̯e̞n5	
鐮	ni̯e̞n2	
鐯	t͡s̻o̞7	
鐲	t͡s̻o̞7	
鐴	pi̯e̞7	
鐵	tʰi̯e̞7	
鐸	to̞7	
鐺	tɑŋ1	
鐽	ta7	
鑄	t͡s̻u̜5	
鑄	tɑʊ̯5	鍋兒是鐵～的
鑈	n̠ᶽi̯e̞7	
鑊	xo̞7	
鑒	t͡ɕi̯e̞n5	
鑕	t͡s̻e̞7	
鑞	na7	
