#漢字	音標	解釋
㐴	pʰɐ̞n1	
翟	t͡sʰɐ̟7	最主要讀音，用作姓氏
翟	ti̯e7	江淮之間謂雉靑質五色皆備曰翟書
翠	t͡sʰwɛ̝ɪ̯5	
翣	t͡sɑ7	
翮	xɐ̟7	
翮	ni̯e7	
翯	xɔ7	
翰	xɐ̞n5	
翳	ji5	
翹	t͡ɕʰi̯ɑʊ̯5	
翻	fɐ̞n1	
翼	ji5	
耀	jɑʊ̯5	
老	nɑʊ̯3	
考	kʰɑʊ̯3	
耄	mᵇɑʊ̯5	
者	t͡ɕi3	口語白讀：或者
者	t͡sɛ̝ɪ̯3	
耆	t͡ɕʰi2	
耋	ti̯e7	
而	ɭᵉ2	
耍	swɑ3	
耐	nɐ̞ɪ̯5	
耔	t͡sɹe̠ᶦ3	
耕	kɛn1	
耗	xɑʊ̯5	
耘	ɥin2	
耙	pʰɑ2	
耠	xɔ7	
耤	t͡ɕi̯e7	
耨	nɜ̟ʊ̯5	
耨	nwɛ7	
耩	t͡ɕi̯ɑŋ3	
耫	t͡sɑ7	
耫	t͡sɐ̟7	
耳	ɭᵉ3	
耴	t͡sɐ̟7	
耴	n̠ʲi̯e7	
耶	ji1	
耷	tɑ7	可表示女生下垂的編好的頭髮，同（𩭆）
耽	tɐ̞n1	
耿	kɛn3	
聅	t͡sʰɐ̟7	
聉	t͡swɑ7	聾
聉	wɑ7	～顏：（看起來）無知的樣子
聊	ni̯ɑʊ̯2	
聐	jɑ7	
聑	ti̯e7	
聒	kwɑ7	
聖	sɛn5	
聘	pʰin5	
聙	t͡ɕin1	
聙	t͡ɕʰin1	
聚	t͡ɕy5	
聝	kwɛ7	
聞	wɛn2	
聯	ni̯ɐ̟n2	
聰	t͡sʰɔŋ1	
聲	sɛn1	
聳	sɔŋ3	
聶	n̠ʲi̯e7	
職	t͡se7	
聸	tɐ̞n1	
聽	tʰin1	
聽	tʰin5	
聾	nɔŋ1	
聾	nɔŋ2	文讀
聿	ɥɛ7	
肄	ji5	
肅	ɕy̑ɛ7	
肆	sɹe̠ᶦ5	
肇	sɑʊ̯5	
肉	zwɛ7	
肊	je7	
肋	nɐ̟7	
肌	t͡ɕi1	
肏	t͡sʰɑʊ̯5	普通話借詞
肏	ze7	流話
肑	pɔ7	
肖	ɕi̯ɑʊ̯1	作姓氏繁體作簫
肖	ɕi̯ɑʊ̯5	唯妙唯肖
肘	t͡sɜ̟ʊ̯3	
肚	tu3	肚子
肚	tɔ5	肚皮
肚	tu5	
肛	kɑŋ1	
肝	kɐ̞n1	
股	ku3	
肢	t͡sɹe̠ᶦ1	
肥	fɛ̝ɪ̯2	
肨	pʰɑŋ5	
肩	t͡ɕi̯ɐ̟n1	
肪	fɑŋ2	
肫	t͡sɛn1	
肭	nɑ7	
肭	nwɛ7	
肯	kʰɛn3	
育	ɥɛ7	
肴	ɕi̯ɑʊ̯2	
肸	ɕi̯e7	
肺	fɛ̝ɪ̯5	
胃	wɛ̝ɪ̯5	
胅	ti̯e7	
胇	pi̯e7	
胈	pʰɑ7	
胉	pʰɔ7	
背	pɛ̝ɪ̯1	
背	pɛ̝ɪ̯5	
胎	tʰɐ̞ɪ̯1	
胐	kʰwɛ7	
胑	t͡sɹe̠ᶦ1	
胖	pʰɑŋ5	
胚	pʰɛ̝ɪ̯1	
胛	t͡ɕi̯ɑ7	
胞	pɑʊ̯1	
胡	fv̩2	
胢	xɑ1	肉和油脂變質
胥	ɕy5	
胦	jɑŋ1	
胩	kʰɑ5	
胯	kʰwɑ5	
胲	kɐ̞ɪ̯1	
胳	kɔ7	
胴	tɔŋ5	
胸	ɕi̯ɔŋ1	
能	nɛn2	
脂	t͡sɹe̠ᶦ1	胭脂
脃	t͡sʰwɛ̝ɪ̯5	
脅	ɕi̯e7	
脆	t͡sʰwɛ̝ɪ̯5	
脈	mᵇɐ̟7	
脊	t͡ɕi̯e7	
脎	sɑ7	
脒	mᵇi3	～～：表示身上突起的小疙瘩
脖	pɔ7	
脟	nɐ̟7	
脫	tʰɔ7	
脯	pʰu2	
脯	fv̩3	
脹	t͡sɑŋ5	
脽	swɛ̝ɪ̯2	
脾	pʰi2	
腋	je7	
腌	jɐ̟n1	
腎	sɛn5	
腏	t͡swɛ7	
腐	fv̩3	
腑	fv̩3	
腔	t͡ɕʰi̯ɑŋ1	
腕	wɐ̞n3	
腛	ɔ7	
腡	nɔ2	
腥	ɕin1	
腦	nɑʊ̯3	
腩	nɐ̞n2	
腫	t͡sɔŋ3	
腭	ŋɔ7	
腮	sɐ̞ɪ̯1	
腯	tʰwɛ7	
腰	jɑʊ̯1	
腱	t͡ɕi̯ɐ̟n5	
腳	t͡ɕi̯ɔ7	
腷	pi̯e7	
腸	t͡sʰɑŋ2	
腹	fe7	
腽	wɛ7	
腿	tʰwɛ̝ɪ̯3	
膀	pɑŋ3	
膈	kɐ̟7	
膈	ke3	白讀：～逆
膉	je7	
膊	pʰɔ7	
膌	t͡ɕi̯e7	
膏	kɑʊ̯1	
膒	ŋɜ̟ʊ̯1	
膕	kwɛ7	
膗	t͡sʰwɐ̞ɪ̯2	
膚	fv̩1	
膜	mᵇu2	
膜	mᵇɔ7	
膝	ɕi1	白讀，克膝頭
膝	t͡ɕʰi̯e7	
膟	nwɛ7	
膠	t͡ɕi̯ɑʊ̯1	
膢	nɜ̟ʊ̯2	表示人衣著打扮（等）不體面，不得體，不修邊幅
膨	pʰɛn2	
膩	n̠ʲi5	
膬	t͡sʰwɛ̝ɪ̯5	
膬	t͡ɕʰy̑ɛ7	
膳	sɐ̞n5	
膵	t͡sʰwɛ̝ɪ̯5	
膻	sɐ̞n5	
膽	tɐ̞n3	
膿	nɔŋ2	
臀	tʰɛn2	
臂	pɛ̝ɪ̯5	
臄	t͡ɕi̯ɔ7	
臅	t͡sʰwɛ7	
臆	ji5	
臈	nɑ7	
臉	ni̯ɐ̟n3	
臊	sɑʊ̯1	
臍	t͡ɕi1	肚臍眼
臍	t͡ɕʰi2	
臏	pin5	
臒	ɔ7	
臒	jɔ7	
臟	t͡sɑŋ5	
臘	nɑ7	
臛	xɔ7	
臞	t͡ɕʰy2	
臣	t͡sʰɛn2	
臥	ɔ5	
臧	t͡sɑŋ1	
臨	nin2	
臩	t͡ɕy̑in3	
自	t͡sɹe̠ᶦ5	
臬	n̠ʲi̯e7	
臭	t͡sʰɜ̟ʊ̯5	
臯	kɑʊ̯1	
臲	n̠ʲi̯e7	
至	t͡sɹe̠ᶦ5	
致	t͡sɹe̠ᶦ5	
臸	ze7	
臺	tʰɐ̞ɪ̯1	臺州
臺	tʰɐ̞ɪ̯2	
臻	t͡sɛn1	
臼	t͡ɕi̯ɜ̟ʊ̯5	
臿	t͡sʰɑ7	
舀	jɑʊ̯3	
舂	t͡sʰɔŋ1	
舄	ɕi̯e7	
舅	t͡ɕi̯ɜ̟ʊ̯5	
與	jy3	
與	jy5	
興	ɕin1	
興	ɕin5	
舉	t͡ɕy3	
舊	t͡ɕi̯ɜ̟ʊ̯5	
舌	sɐ̟7	
舍	sɛ̝ɪ̯5	
舍	ɕi5	最老派白讀
舒	su1	
舔	tʰi̯ɐ̟n3	
舛	t͡sʰwɐ̞n3	
舜	swɛn5	
舝	ɕi̯ɑ7	
舞	v̩3	
舟	t͡sɜ̟ʊ̯1	
航	xɑŋ2	
般	pɐ̞n1	
舳	t͡swɛ7	
舴	t͡sɐ̟7	
舵	tɔ5	
舶	pɐ̟7	
船	t͡sʰwɐ̞n2	
艀	fɜ̟ʊ̯2	
艃	ni2	
艇	tʰin3	
艒	mᵇɐ̟7	
艒	mᵇe7	
艗	n̠ʲi̯e7	
艦	t͡ɕi̯ɐ̟n5	
良	ni̯ɑŋ2	
艱	kɐ̞n1	白讀，千～萬難
艱	t͡ɕi̯ɐ̟n1	
色	sɐ̟7	
艴	pɔ7	
艴	fe7	
艷	jɐ̟n5	
艸	t͡sʰɑʊ̯3	
艻	nɐ̟7	
艾	ŋɐ̞ɪ̯5	
芀	nɐ̟7	
芅	je7	
芊	t͡ɕʰi̯ɐ̟n1	
芋	jy5	
芍	sɔ7	
芒	mᵇɑŋ2	
芛	ɥɛ7	
芝	t͡sɹe̠ᶦ1	
芟	sɐ̞n1	
芣	fɜ̟ʊ̯2	
芥	kɐ̞ɪ̯5	
芨	t͡ɕi̯e7	
芬	fɛn1	
芭	pɑ1	
芮	zwɛ̝ɪ̯5	
花	xwɑ1	
芳	fɑŋ1	
芴	xwɛ7	
芴	wɛ7	
芵	t͡ɕy̑ɛ7	
芸	ɥin2	
芹	t͡ɕʰin2	
芻	t͡sʰu2	
芽	jɑ2	
芾	fe7	
苔	tʰɐ̞ɪ̯2	
苖	ti̯e7	
苖	t͡sʰwɛ7	
苗	mᵇi̯ɑʊ̯2	
苘	t͡ɕʰy̑in3	
苙	ni̯e7	
苛	kʰɔ1	
苜	mᵇe7	
苞	pɑʊ̯1	
苟	kɜ̟ʊ̯3	
苟	kɜ̟ʊ̯5	姓氏
若	zɔ7	
苦	kʰu3	
苧	t͡su5	
苭	jɑʊ̯3	
苮	ɕi̯ɐ̟n1	
英	jin1	
苴	t͡sʰɑ2	
苴	t͡ɕy1	
苵	ti̯e7	
苶	n̠ʲi̯e7	
苶	zɐ̟7	
苼	sɛn1	
苾	pi̯e7	
茀	fe7	
茁	t͡swɛ7	
茂	mᵇɔŋ5	
茄	t͡ɕʰy2	蕃茄
茅	mᵇɑʊ̯2	
茆	mᵇɑʊ̯3	
茇	pɔ7	
茇	pʰɑ7	
茖	kɐ̟7	
茜	ɕi1	用於翻譯歐洲人名如茜茜公主
茜	t͡ɕʰi̯ɐ̟n5	
茢	ni̯e7	
茨	t͡sʰɹe̠ᶦ2	～菰
茫	mᵇɑŋ2	
茯	fe7	
茲	t͡sʰɹe̠ᶦ2	
茶	t͡sʰɑ2	
茷	fɑ7	
茸	zɔŋ2	
茻	mᵇɑŋ3	
茿	t͡swɛ7	
荀	ɕy̑in2	
荃	t͡ɕʰy̑ɐ̟n2	
荄	kɐ̞ɪ̯1	
荅	tɑ7	
草	t͡sʰɑʊ̯3	
荊	t͡ɕin1	
荎	ti̯e7	
荒	xwɑŋ1	
荔	ni5	
荲	ni̯e7	
荷	xɔ2	
荷	xɔ5	負～
荸	pe7	～薺兒
莂	pi̯e7	
莈	mᵇɔ7	
莊	t͡swɑŋ1	
莋	t͡sɔ7	
莌	tʰɔ7	
莔	ɕi̯e7	
莖	t͡ɕin1	
莖	xɛn5	
莘	ɕin1	地名～莊在上海
莘	sɛn1	
莟	xɐ̞n2	
莠	jɜ̟ʊ̯3	
莡	t͡sʰɔ7	
莢	t͡ɕi̯ɑ7	
莤	swɛ7	
莧	xɐ̞n5	
莫	mᵇɔ7	
莽	mᵇɑŋ3	
莾	mᵇɑŋ3	
菁	t͡ɕʰin1	
菈	nɑ7	
菉	nwɛ7	
菊	t͡ɕy̑ɛ7	
菌	t͡ɕy̑in5	
菍	n̠ʲi̯e7	
菐	pʰe7	
菑	t͡sɹe̠ᶦ1	
菔	fe7	
菜	t͡sʰɐ̞ɪ̯5	
菝	pʰɑ7	
菡	xɐ̞n2	
菢	pɑʊ̯5	動詞表示鳥孵蛋，～雞母表示即將下蛋之母雞
菥	ɕi̯e7	
菨	t͡ɕi̯e7	
菩	pʰu2	
華	xwɑ2	
華	xwɑ5	
菰	ku1	茨～
菱	nin2	
菲	fɛ̝ɪ̯3	
菵	wɑŋ3	
菽	swɛ7	
菿	t͡sɔ7	
萃	t͡sʰwɛ̝ɪ̯5	
萄	tʰɑʊ̯2	本字讀作陽平，但（葡萄）會發生連續變調讀作陰平
萌	mᵇɔŋ2	
萐	sɑ7	
萬	wɐ̞n3	千艱～難
萬	wɐ̞n5	
萮	jy2	
萴	t͡sɐ̟7	
萺	mᵇe7	
落	nɔ7	
萿	kɔ7	
葀	kɔ7	
葃	t͡sɔ7	
葃	t͡sɐ̟7	
葉	je7	
葍	fe7	
葎	nwɛ7	
葖	tʰwɛ7	
著	tɑʊ̯3	白讀，如：站著 坐著
著	t͡sɔ7	
著	t͡sʰɔ7	睡著
葘	t͡sɹe̠ᶦ1	
葚	sɛn5	
葛	kɔ7	
董	tɔŋ3	
葤	t͡sɜ̟ʊ̯5	
葦	wɛ̝ɪ̯3	
葬	t͡sɑŋ5	
葯	jɔ7	
葵	kʰwɛ̝ɪ̯2	
葷	xwɛn1	
葺	t͡ɕʰi̯e7	
蒐	sɜ̟ʊ̯1	
蒓	swɛn2	
蒗	nɑŋ5	
蒙	mᵇɔŋ1	
蒙	mᵇɔŋ2	
蒚	xɐ̟7	
蒚	ni̯e7	
蒛	t͡ɕʰy̑ɛ7	
蒜	swɐ̞n5	
蒠	ɕi̯e7	
蒨	t͡ɕʰi̯ɐ̟n5	
蒪	pʰɔ7	
蒮	ɥɛ7	
蒯	kʰwɐ̞ɪ̯3	
蒲	pʰu2	
蒳	nɑ7	
蒴	sɔ7	
蒸	t͡sɛn1	
蒹	t͡ɕi̯ɐ̟n1	
蒺	t͡ɕi̯e7	
蒻	zɔ7	荷莖入泥之處又菜名
蒼	t͡sʰɑŋ1	
蒿	xɑʊ̯1	
蓂	mᵇi̯e7	
蓄	ɕy̑ɛ7	
蓆	ɕi̯e7	
蓇	kwɛ7	
蓋	kɐ̞ɪ̯5	
蓐	zwɛ7	
蓑	sɔ1	
蓧	ti̯e7	
蓨	tʰi̯e7	
蓩	mᵇe7	
蓫	t͡swɛ7	
蓬	pʰɔŋ2	
蓮	ni̯ɐ̟n2	
蓴	swɛn2	
蓻	t͡ɕi̯e7	
蓼	nwɛ7	
蓽	pi̯e7	
蓿	ɕy̑ɛ7	
蔈	pi̯ɑʊ̯1	
蔋	ti̯e7	
蔌	swɛ7	
蔍	nwɛ7	
蔎	sɐ̟7	
蔑	mᵇi̯e7	
蔔	pu5	
蔗	t͡sɹe̠ᶦ3	甘蔗杆
蔗	t͡sʰɛ̝ɪ̯5	
蔗	t͡ɕi5	最老派白讀
蔟	t͡ɕʰy̑ɛ7	
蔡	t͡sʰɐ̞ɪ̯5	
蔣	t͡ɕi̯ɑŋ3	
蔤	mᵇi̯e7	
蔥	t͡sʰɔŋ1	
蔫	jɐ̟n1	
蔬	su1	
蔭	jin1	
蔭	jin5	
蔱	sɑ7	
蔸	tɜ̟ʊ̯1	
蔻	kʰɜ̟ʊ̯5	
蔽	pi5	
蕀	t͡ɕi̯e7	
蕈	ɕin5	
蕊	zwɛ̝ɪ̯3	
蕚	ŋɔ7	
蕝	t͡ɕy̑ɛ7	
蕞	t͡swɛ7	
蕤	zwɛ̝ɪ̯2	
蕧	fe7	
蕨	t͡ɕy̑ɛ7	
蕩	tɑŋ5	蕩街
蕭	ɕi̯ɑʊ̯1	姓氏簡化字作肖
蕭	ɕi̯ɑʊ̯1	
蕮	ɕi̯e7	
蕺	t͡sɐ̟7	莊三
薁	ɥɛ7	
薂	ɕi̯e7	
薄	pɔ7	
薄	pɔ5	薄荷
薅	xɑʊ̯1	
薇	wɛ̝ɪ̯2	
薑	t͡ɕi̯ɑŋ1	
薔	sɐ̟7	
薘	tɑ7	
薛	ɕy̑ɛ7	
薢	xwɛ7	
薦	t͡ɕi̯ɐ̟n5	
薩	sɑ1	菩薩
薩	sɑ7	
薪	ɕin1	
薯	su3	蕃薯
薰	ɕy̑in1	
薺	t͡ɕʰi2	
薺	t͡ɕi1	荸～兒
薿	n̠ʲi̯e7	
藅	fɑ7	
藉	t͡ɕi5	
藉	t͡ɕi̯e7	
藍	nɐ̞n2	
藏	t͡sʰɑŋ2	
藏	t͡sɑŋ5	
藐	mᵇi̯ɑʊ̯3	
藑	t͡ɕʰy̑in2	
藒	t͡ɕʰi̯e7	
藕	ŋɜ̟ʊ̯3	
藗	swɛ7	
藚	ɕy̑ɛ7	
藝	n̠ʲi5	
藤	tʰɛn2	
藥	jɔ7	
藩	fɐ̞n1	
藩	fɐ̞n2	
藶	ni̯e7	
藹	ŋɐ̞ɪ̯3	
藿	xɔ7	
蘀	tʰɔ7	
蘂	zwɛ̝ɪ̯3	
蘅	xɛn2	
蘇	su1	
蘊	ɥin5	
蘛	ɥɛ7	
蘜	t͡ɕy̑ɛ7	
蘣	tʰɜ̟ʊ̯3	
蘥	jɔ7	
蘭	nɐ̞n2	
蘸	t͡sɐ̞n5	
虂	nu5	
虉	n̠ʲi̯e7	
虋	mᵇɛn2	
虌	pi̯e7	
虎	fv̩3	
虐	jɔ7	
虔	t͡ɕʰi̯ɐ̟n2	
處	t͡sʰu3	
處	t͡sʰu5	
虙	fe7	
虛	ɕy1	
虜	nu3	
虞	jy2	
號	xɑʊ̯2	
號	xɑʊ̯5	
虢	kwɛ7	
虧	kʰwɛ̝ɪ̯1	
虩	ɕi̯e7	
虪	swɛ7	
虴	t͡sɐ̟7	
虸	t͡sɹe̠ᶦ3	
虹	kɑŋ5	白讀，如：～吃水
虹	xɔŋ2	
虼	kɐ̟7	～蚤
蚅	ŋɐ̟7	
蚇	t͡sʰe7	
蚊	wɛn2	
蚌	pɐ̞n5	白讀1，如：～殼
蚌	pɑŋ5	
蚍	pʰi2	
蚏	ɥɛ7	
蚖	ɥɐ̟n2	
蚗	t͡ɕy̑ɛ7	
蚚	t͡ɕʰi2	
蚞	mᵇe7	
蚤	t͡sɑʊ̯3	
蚩	t͡sʰɹe̠ᶦ1	
蚱	t͡sɑ7	
蚱	t͡swɑ7	又音
蚶	xɐ̞n1	
蚻	t͡sɑ7	
蛂	pi̯e7	
蛆	t͡ɕʰy1	
蛇	sɛ̝ɪ̯2	
蛇	ɕi2	最老派白讀
蛈	tʰi̯e7	
蛋	tɐ̞n5	
蛒	kɐ̟7	
蛘	jɑŋ2	
蛙	wɑ1	
蛚	ni̯e7	
蛛	t͡su1	
蛞	kwɑ7	
蛟	t͡ɕi̯ɑʊ̯1	
蛡	je7	
蛣	t͡ɕʰi̯e7	
蛤	kɔ7	
蛥	sɐ̟7	
蛧	wɑŋ3	
蛨	mᵇɐ̟7	
蛭	t͡se7	
蛶	nɐ̟7	
蛺	t͡ɕi̯ɑ7	
蛻	tʰwɛ̝ɪ̯5	
蛾	ŋɔ2	
蜀	swɛ7	
蜂	fɔŋ1	
蜇	t͡sɐ̟7	
蜉	fɜ̟ʊ̯2	
蜐	t͡ɕi̯e7	
蜒	jɐ̟n2	
蜓	tʰin2	
蜜	mᵇi̯e7	
蜟	ɥɛ7	
蜥	ɕi̯e7	
蜨	ɕi̯e7	
蜮	xwɛ7	
蜮	ɥɛ7	
蜴	je7	
蜶	sɔ7	
蜹	zwɛ̝ɪ̯5	
蜻	t͡ɕʰin1	
蜿	wɐ̞n1	
蜿	wɐ̞n3	
蝁	ŋɔ7	
蝃	t͡se7	蝃蛛
蝍	t͡ɕi̯e7	
蝕	se7	
蝗	xwɑŋ2	
蝙	pi̯ɐ̟n3	
蝟	wɛ̝ɪ̯5	
蝠	fe7	
蝣	jɜ̟ʊ̯2	
蝦	ɕi̯ɑ1	
蝨	sɐ̟7	
蝮	fe7	
蝲	nɑ7	
蝳	twɛ7	
蝶	ti̯e7	
蝷	ni̯e7	
蝸	ɔ1	
螂	nɑŋ2	
螈	ɥɐ̟n2	
融	jɔŋ2	
螖	xwɑ7	
螜	xwɛ7	
螞	mᵇɑ3	
螢	ɥin2	
螣	tʰɐ̟7	
螪	sɑŋ1	
螫	se7	
螲	t͡se7	
螳	tʰɑŋ2	
螺	nɔ2	
蟀	sɔ7	
蟄	t͡se7	
蟆	mᵇɑ1	
蟈	kwɛ7	
蟊	mᵇɑʊ̯2	
蟋	ɕi̯e7	
蟑	t͡sɑŋ1	
蟙	t͡se7	
蟝	t͡ɕʰy2	～蟆指青蛙
蟢	ɕi3	
蟨	t͡ɕy̑ɛ7	
蟩	t͡ɕy̑ɛ7	
蟬	sɐ̞n2	
蟰	ɕy̑ɛ7	
蟲	t͡sʰɔŋ2	
蟶	t͡sɛn1	
蟹	xɐ̞ɪ̯3	白讀
蟹	ɕi̯ɐ̞ɪ̯5	文讀
蟻	ji3	
蟻	n̠ʲi2	老派文讀
蟾	sɐ̞n2	
蠅	jin1	
蠈	t͡sɐ̟7	
蠋	t͡swɛ7	
蠌	t͡sʰɐ̟7	
蠍	ɕi̯e7	
蠑	ɥin2	
蠓	mᵇɔŋ2	
蠖	ɔ7	
蠗	t͡sɔ7	
蠚	xɔ7	1.～蔴：一种植物 2.作動詞，表示使身上發癢
蠚	t͡sʰɔ7	
蠛	mᵇi̯e7	
蠞	t͡ɕi̯e7	
蠟	nɑ7	
蠡	ni3	1.用於人名，范蠡，春秋時代人物 2.蠡縣，地名，在河北。
蠡	ni2	瓢或貝殼
蠢	t͡sʰwɛn3	
蠣	ni5	
蠥	n̠ʲi̯e7	
蠮	je7	
蠱	ku3	
蠶	t͡sʰɐ̞n2	
蠹	tu5	
蠻	mᵇɐ̞n2	
蠽	t͡ɕi̯e7	
蠾	t͡swɛ7	
血	ɕy̑ɛ7	
衄	nwɛ7	
衇	mᵇɐ̟7	
衊	mᵇi̯e7	
行	xɑŋ2	
行	ɕin2	
衍	jɐ̟n3	
術	swɛ7	
街	kɐ̞ɪ̯1	
衙	jɑ2	
衛	wɛ̝ɪ̯5	
衝	t͡sʰɔŋ1	
衝	t͡sʰɔŋ5	
衡	xɛn2	
衣	ji1	
表	pi̯ɑʊ̯3	
衩	t͡sʰɑ3	衩～褲
衫	sɐ̞n1	
衰	swɐ̞ɪ̯1	
衱	t͡ɕi̯e7	
衲	nɑ7	
衵	ze7	
衷	t͡sɔŋ1	
衹	t͡sɹe̠ᶦ3	
衼	t͡sɹe̠ᶦ1	
袁	ɥɐ̟n2	
袋	tɐ̞ɪ̯5	
袍	pʰɑʊ̯2	
袐	pi̯e7	
袕	ɕy̑ɛ7	
袖	ɕi̯ɜ̟ʊ̯5	
袚	pɔ7	
袜	mᵇɔ7	
袠	t͡sʰe7	
袥	tʰɔ7	
袦	nɑ7	
被	pi5	
袱	fe7	
袷	t͡ɕi̯ɑ7	
袹	mᵇɐ̟7	
袺	t͡ɕi̯e7	
袼	kɔ7	
裁	t͡sʰɐ̞ɪ̯2	
裂	ni̯e7	
裌	t͡ɕi̯ɑ7	
裏	ni3	
裏	ne1	白讀表示方位如哪裏這裏
裓	kɐ̟7	
裕	jy5	
裙	t͡ɕʰy̑in2	
裛	je7	
補	pu3	
裝	t͡swɑŋ1	
裨	pi5	
裰	tɔ7	
裳	sɑŋ2	
裹	kɔ3	
裻	twɛ7	
裻	swɛ7	
裼	ɕi̯e7	
製	t͡sɹe̠ᶦ5	
褂	kwɑ5	文讀
褂	kʰwɑ5	白讀
複	fe7	
褉	ɕi̯e7	
褋	ti̯e7	
褐	xɔ7	
褑	ɥɐ̟n5	
褒	pɜ̟ʊ̯1	最老派白讀如～貶
褒	pɑʊ̯1	
褓	pɑʊ̯3	
褚	t͡sʰu2	
褡	tɑ7	
褥	zwɛ7	
褧	t͡ɕy̑in3	
褪	tʰwɛ̝ɪ̯5	
褫	t͡sʰɹe̠ᶦ3	
褬	sɑŋ3	
褮	ɥin2	
褯	t͡ɕi5	
褲	kʰu5	
褵	ni2	
褶	t͡se7	
褺	ti̯e7	
褻	ɕi̯e7	
襀	t͡ɕi̯e7	
襁	t͡ɕʰi̯ɑŋ2	
襁	t͡ɕʰi̯ɑŋ3	
襄	ɕi̯ɑŋ1	
襆	pʰe7	
襆	fe7	
襊	t͡sʰɔ7	
襋	t͡ɕi̯e7	
襏	pɔ7	
襒	pi̯e7	
襖	ŋɑʊ̯3	
襗	tɔ7	
襗	t͡sʰɐ̟7	
襗	je7	
襞	pi̯e7	
襟	t͡ɕin1	
襡	swɛ7	
襩	swɛ7	
襪	wɑ7	
襫	se7	
襭	ɕi̯e7	
襮	pɔ7	
襮	pe7	黼領博沃切三
襯	t͡sʰɛn5	
襲	ɕi̯e7	
襴	nɐ̞n2	
襵	t͡sɐ̟7	
襻	pʰɐ̞n5	
西	ɕi1	
要	jɑʊ̯1	
要	jɑʊ̯5	
覃	tʰɐ̞n2	
覃	t͡ɕʰin2	姓氏讀音主要分在在廣西
覆	fe7	
覆	fɜ̟ʊ̯5	白讀
覈	xɐ̟7	
見	t͡ɕi̯ɐ̟n5	
規	kwɛ̝ɪ̯1	
覓	mᵇi̯e7	
覕	mᵇi̯e7	
視	sɹe̠ᶦ5	
覛	mᵇɐ̟7	
覛	mᵇi̯e7	
覡	ɕi̯e7	
覦	jy2	
親	t͡ɕʰin1	
覬	t͡ɕi5	
覭	mᵇi̯e7	
覺	t͡ɕi̯ɑʊ̯5	
覺	kɑʊ̯5	白讀1，如：睡一～
覺	kɔ7	白讀，如：不緊～
覺	t͡ɕi̯ɔ7	
覽	nɐ̞n3	
覿	ti̯e7	
觀	kwɐ̞n1	
觀	kwɐ̞n5	
角	t͡ɕi̯ɔ7	角色
角	kɔ7	
觕	t͡sʰwɛ7	
觖	t͡ɕy̑ɛ7	
觡	kɐ̟7	
解	kɐ̞ɪ̯3	
解	ɕi̯ɐ̞ɪ̯5	姓氏
觪	ɕy̑in1	
觬	n̠ʲi2	
觱	pi̯e7	
觲	ɕy̑in1	
觳	xwɛ7	
觴	sɑŋ1	
觷	jɔ7	
觷	ɕi̯ɔ7	把獸角加工成器具
觸	t͡swɛ7	
觺	n̠ʲi̯e7	
觻	nwɛ7	觻得縣名在張掖
觼	t͡ɕy̑ɛ7	
言	jɐ̟n2	
訂	tin5	
訃	fv̩5	
訃	pʰe7	
計	t͡ɕi5	
訊	ɕy̑in5	
訌	kɔŋ5	
討	tʰɑʊ̯3	
訐	t͡ɕi̯e7	
訓	ɕy̑in5	
訕	sɐ̞n5	
訖	t͡ɕi̯e7	
託	tʰɔ7	
記	t͡ɕi5	
訛	ŋɔ7	
訝	jɑ5	
訟	sɔŋ5	
訣	t͡ɕy̑ɛ7	
訥	nwɛ7	
訪	fɑŋ3	
設	sɐ̟7	
訰	t͡sɛn5	
許	xɛ̝ɪ̯3	白讀1，如：許實，許起
許	xwɛ̝ɪ̯3	白讀2，表示許願之意
許	ɕy3	
訴	su5	
訶	xɔ1	
訹	ɕy̑ɛ7	
診	t͡sɛn1	門～
訾	t͡sɹe̠ᶦ3	籽～：表示身上隆起的小疙瘩
詄	ti̯e7	
詐	t͡sɑ5	
詒	ji2	
詔	t͡sɑʊ̯5	
評	pʰin2	
詖	pi5	
詗	ɕy̑in5	
詘	t͡ɕʰy̑ɛ7	
詛	t͡su3	
詞	t͡sʰɹe̠ᶦ2	
詠	ɥin3	
詡	ɕy3	
詢	ɕy̑in5	
詣	n̠ʲi5	
詥	xɔ7	
試	sɹe̠ᶦ5	
詧	t͡sʰɑ7	
詧	t͡ɕʰi̯e7	
詩	sɹe̠ᶦ1	
詫	t͡sʰɑ5	
詬	kɜ̟ʊ̯5	
詭	kwɛ̝ɪ̯3	
詰	t͡ɕʰi̯e7	
話	xwɑ5	
該	kɐ̞ɪ̯1	
詳	ɕi̯ɑŋ2	
詻	ŋɐ̟7	
詼	xwɛ̝ɪ̯1	
詾	ɕi̯ɔŋ3	動詞表示訓斥
誅	t͡su1	
誌	t͡sɹe̠ᶦ5	
認	zɛn5	
誎	t͡ɕʰy̑ɛ7	
誓	sɹe̠ᶦ5	
誕	tɐ̞n5	
誖	pɔ7	
誘	jɜ̟ʊ̯5	
誜	swɑ5	
語	jy3	
誠	t͡sʰɛn2	
誡	kɐ̞ɪ̯5	
誣	v̩1	
誤	v̩5	
誥	kɑʊ̯5	
誦	sɔŋ5	
說	sɔ7	
說	swɛ̝ɪ̯5	
誰	swɛ̝ɪ̯2	
課	kʰɔ5	
誶	t͡ɕy̑ɛ7	
誷	wɑŋ3	
誻	tʰɑ7	
誼	n̠ʲi5	
