單字	聲紐	呼	等	韻部	聲調	組	攝	聲母_定	韻母_定	聲調_定	聲母_IPA	韻母_IPA	聲調_IPA	備註					
爭	莊	開	二	耕	平	莊	梗	z	aang	1	ʦ	aŋ	23	習讀音應爲韻母ang對應的白讀音					
掙	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	aang	1	ʦ	aŋ	23	掙脫					
掙	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	aang	6	ʦ	aŋ	32	掙錢					
崢	崇	開	二	庚	平	莊	梗	z	aang	1	ʦ	aŋ	23						
猙	莊	開	二	耕	平	莊	梗	z	aang	2	ʦ	aŋ	45						
睜	從	開	三	清A	上	精	梗	z	aang	1	ʦ	aŋ	23						
箏	莊	開	二	耕	平	莊	梗	z	aang	1	ʦ	aŋ	23						
諍	莊	開	二	耕	去	莊	梗	z	aang	1	ʦ	aŋ	23						
集	從	開	三	侵A	入	精	深	z	aap	6	ʦ	ap	32						
習	邪	開	三	侵A	入	精	深	z	aap	6	ʦ	ap	32						
襲	邪	開	三	侵A	入	精	深	z	aap	6	ʦ	ap	32						
砸	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	aap	1	ʦ	ap	23						
砸	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	aap	6	ʦ	ap	32						
雜	從	開	一	覃	入	精	咸	z	aap	6	ʦ	ap	32						
閘	見	開	一	談	入	見	咸	z	aap	6	ʦ	ap	32						
鍘	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	aap	6	ʦ	ap	32						
什	常	開	三	侵A	入	章	深	z	aap	6	ʦ	ap	32	什錦					
軋	影	開	二	山	入	影	山	z	aat	1	ʦ	at	23						
扎	莊	開	二	山	入	莊	山	z	aat	1	ʦ	at	23						
紮	莊	開	二	山	入	莊	山	z	aat	1	ʦ	at	23						
札	莊	開	二	山	入	莊	山	z	aat	1	ʦ	at	23						
嘲	知	開	二	肴	平	知	效	z	aau	1	ʦ	au	23						
爪	莊	開	二	肴	上	莊	效	z	aau	2	ʦ	au	45						
找	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	aau	2	ʦ	au	45						
罩	知	開	二	肴	去	知	效	z	aau	1	ʦ	au	23						
肘	知	開	三	尤	上	知	流	z	aau	2	ʦ	au	45						
驟	崇	開	三	尤	去	莊	流	z	aau	6	ʦ	au	32						
抓	莊	開	二	肴	平	莊	效	z	aau	2	ʦ	au	45						
咒	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	aau	1	ʦ	au	23						
宙	澄	開	三	尤	去	知	流	z	aau	6	ʦ	au	32						
冑	澄	開	三	尤	去	知	流	z	aau	6	ʦ	au	32						
紂	澄	開	三	尤	上	知	流	z	aau	6	ʦ	au	32						
皺	莊	開	三	尤	去	莊	流	z	aau	1	ʦ	au	23						
縐	初	開	二	肴	去	莊	效	z	aau	1	ʦ	au	23						
鄒	莊	開	三	尤	平	莊	流	z	aau	1	ʦ	au	23						
走	精	開	一	侯	上	精	流	z	aau	2	ʦ	au	45						
奏	精	開	一	侯	去	精	流	z	aau	1	ʦ	au	23						
揍	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	aau	1	ʦ	au	23						
姊	精	開	三	脂A	上	精	止	z	ei	2	ʦ	ei	45						
展	知	開	三	仙B	上	知	山	z	en	2	ʦ	ɜn	45						
輾	知	開	三	仙B	上	知	山	z	en	2	ʦ	ɜn	45	輾轉					
專	章	合	三	仙A	平	章	山	z	un	1	ʦ	un	23						
磚	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	un	1	ʦ	un	23						
轉	知	合	三	仙B	上	知	山	z	un	2	ʦ	un	45						
疾	從	開	三	真A	入	精	臻	z	et	6	ʦ	ɜt	32						
嫉	從	開	三	脂A	去	精	止	z	et	6	ʦ	ɜt	32						
折	章	開	三	仙A	入	章	山	z	et	1	ʦ	ɜt	23	骨折					
哲	知	開	三	仙B	入	知	山	z	et	1	ʦ	ɜt	23						
祇	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	i	2	ʦ	i	45	同“只有”的“只”					
齊	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	i	1	ʦ	i	23	齊衰					
識	章	開	三	之	去	章	止	z	i	1	ʦ	i	23	默而識之					
氏	章	開	三	支A	平	章	止	z	i	1	ʦ	i	23	月氏					
巳	邪	開	三	之	上	精	止	z	i	6	ʦ	i	32						
寺	邪	開	三	之	去	精	止	z	i	6	ʦ	i	32						
祀	邪	開	三	之	上	精	止	z	i	6	ʦ	i	32						
耜	邪	開	三	之	上	精	止	z	i	6	ʦ	i	32						
仔	精	開	三	之	上	精	止	z	i	2	ʦ	i	45	仔細					
之	章	開	三	之	平	章	止	z	i	1	ʦ	i	23						
支	章	開	三	支A	平	章	止	z	i	1	ʦ	i	23						
只	章	開	三	支A	平	章	止	z	i	2	ʦ	i	45						
芝	章	開	三	之	平	章	止	z	i	1	ʦ	i	23						
吱	溪	開	三	支A	去	見	止	z	i	1	ʦ	i	23						
枝	章	開	三	支A	平	章	止	z	i	1	ʦ	i	23						
知	知	開	三	支B	平	知	止	z	i	1	ʦ	i	23	知識					
肢	章	開	三	支A	平	章	止	z	i	1	ʦ	i	23						
胝	知	開	三	脂B	平	知	止	z	i	1	ʦ	i	23						
脂	章	開	三	脂A	平	章	止	z	i	1	ʦ	i	23						
蜘	知	開	三	支B	平	知	止	z	i	1	ʦ	i	23						
止	章	開	三	之	上	章	止	z	i	2	ʦ	i	45						
旨	章	開	三	脂A	上	章	止	z	i	2	ʦ	i	45						
址	章	開	三	之	上	章	止	z	i	2	ʦ	i	45						
祉	徹	開	三	之	上	知	止	z	i	2	ʦ	i	45						
指	章	開	三	脂A	上	章	止	z	i	2	ʦ	i	45						
枳	章	開	三	支A	上	章	止	z	i	2	ʦ	i	45						
咫	章	開	三	支A	上	章	止	z	i	2	ʦ	i	45						
紙	章	開	三	支A	上	章	止	z	i	2	ʦ	i	45						
趾	章	開	三	之	上	章	止	z	i	2	ʦ	i	45						
徵	知	開	三	之	上	知	止	z	i	2	ʦ	i	45	古代五音之一					
至	章	開	三	脂A	去	章	止	z	i	1	ʦ	i	23						
志	章	開	三	之	去	章	止	z	i	1	ʦ	i	23						
治	澄	開	三	之	平	知	止	z	i	6	ʦ	i	32						
致	知	開	三	脂B	去	知	止	z	i	1	ʦ	i	23						
智	知	開	三	支B	去	知	止	z	i	1	ʦ	i	23						
置	知	開	三	之	去	知	止	z	i	1	ʦ	i	23						
稚	澄	開	三	脂B	去	知	止	z	i	6	ʦ	i	32						
誌	章	開	三	之	去	章	止	z	i	1	ʦ	i	23						
摯	章	開	三	脂A	去	章	止	z	i	1	ʦ	i	23						
質	知	開	三	脂B	去	知	止	z	i	1	ʦ	i	23	人質					
緻	澄	開	三	脂B	去	知	止	z	i	1	ʦ	i	23						
朱	章	合	三	虞	平	章	遇	z	i	1	ʦ	i	23						
侏	章	合	三	虞	平	章	遇	z	i	1	ʦ	i	23						
茱	常	合	三	虞	平	章	遇	z	i	1	ʦ	i	23						
珠	章	合	三	虞	平	章	遇	z	i	1	ʦ	i	23						
株	知	合	三	虞	平	知	遇	z	i	1	ʦ	i	23						
蛛	知	合	三	虞	平	知	遇	z	i	1	ʦ	i	23						
豬	知	開	三	魚	平	知	遇	z	i	1	ʦ	i	23						
諸	章	開	三	魚	平	章	遇	z	i	1	ʦ	i	23						
藷	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	i	1	ʦ	i	23	藷蔗					
主	章	合	三	虞	上	章	遇	z	i	2	ʦ	i	45						
拄	知	合	三	虞	上	知	遇	z	i	2	ʦ	i	45						
煮	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	i	2	ʦ	i	45						
住	澄	合	三	虞	去	知	遇	z	i	6	ʦ	i	32						
注	章	合	三	虞	去	章	遇	z	i	1	ʦ	i	23						
著	知	開	三	魚	去	知	遇	z	i	1	ʦ	i	23	顯著					
蛀	章	合	三	虞	去	章	遇	z	i	1	ʦ	i	23						
註	章	合	三	虞	去	章	遇	z	i	1	ʦ	i	23						
駐	知	合	三	虞	去	知	遇	z	i	1	ʦ	i	23						
鑄	章	合	三	虞	去	章	遇	z	i	1	ʦ	i	23						
孜	精	開	三	之	平	精	止	z	i	1	ʦ	i	23						
茲	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	i	1	ʦ	i	23	在茲					
姿	精	開	三	脂A	平	精	止	z	i	1	ʦ	i	23						
滋	精	開	三	之	平	精	止	z	i	1	ʦ	i	23						
資	精	開	三	脂A	平	精	止	z	i	1	ʦ	i	23						
諮	精	開	三	脂A	平	精	止	z	i	1	ʦ	i	23						
子	精	開	三	之	上	精	止	z	i	2	ʦ	i	45						
籽	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	i	2	ʦ	i	45						
梓	精	開	三	之	上	精	止	z	i	2	ʦ	i	45						
紫	精	開	三	支A	上	精	止	z	i	2	ʦ	i	45						
自	從	開	三	脂A	去	精	止	z	i	6	ʦ	i	32						
字	從	開	三	之	去	精	止	z	i	6	ʦ	i	32						
恣	精	開	三	脂A	去	精	止	z	i	1	ʦ	i	23	恣意					
恣								z	i	1	ʦ	i	23	恣睢					
漬	從	開	三	支A	去	精	止	z	i	1	ʦ	i	23						
瘠	從	開	三	清A	入	精	梗	z	iaak	1	ʦ	iak	23	習讀音應爲韻母ik對應的白讀音					
脊	精	開	三	清A	入	精	梗	z	iaak	5	ʦ	iak	21	習讀音應爲韻母ik對應的白讀音					
席	邪	開	三	清A	入	精	梗	z	iaak	6	ʦ	iak	32	習讀音應爲韻母ing對應的白讀音					
席	邪	開	三	清A	入	精	梗	z	iaak	5	ʦ	iak	21	床席					
隻	章	開	三	清A	入	章	梗	z	iaak	1	ʦ	iak	23						
炙	章	開	三	麻	去	章	假	z	iaak	1	ʦ	iak	23						
嚼	從	開	三	陽	入	精	宕	z	iaak	1	ʦ	iak	23						
爵	精	開	三	陽	入	精	宕	z	iaak	2	ʦ	iak	45						
雀	精	開	三	陽	入	精	宕	z	iaak	1	ʦ	iak	23						
雀	精	開	三	陽	入	精	宕	z	iaak	2	ʦ	iak	45						
鵲	清	開	三	陽	入	精	宕	z	iaak	1	ʦ	iak	23						
勺	章	開	三	陽	入	章	宕	z	iaak	1	ʦ	iak	23						
著	知	開	三	陽	入	知	宕	z	iaak	1	ʦ	iak	23	著衫					
著	澄	開	三	陽	入	知	宕	z	iaak	6	ʦ	iak	32	著涼					
灼	章	開	三	陽	入	章	宕	z	iaak	1	ʦ	iak	23						
酌	章	開	三	陽	入	章	宕	z	iaak	1	ʦ	iak	23						
浸	清	開	三	侵A	平	精	深	z	em	1	ʦ	ɜm	23						
怎	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	em	2	ʦ	ɜm	45						
沾	知	開	三	鹽B	平	知	咸	z	em	1	ʦ	ɜm	23						
瞻	章	開	三	鹽A	平	章	咸	z	em	1	ʦ	ɜm	23						
井	精	開	三	清A	上	精	梗	z	iaang	2	ʦ	iaŋ	45	習讀音應爲韻母ing對應的白讀音					
正	章	開	三	清A	去	章	梗	z	iaang	1	ʦ	iaŋ	23	好正					
鄭	澄	開	三	清B	去	知	梗	z	iaang	6	ʦ	iaŋ	32						
長	知	開	三	陽	上	知	宕	z	iaang	2	ʦ	iaŋ	45	長大					
將	精	開	三	陽	平	精	宕	z	iaang	1	ʦ	iaŋ	23	將來					
將	精	開	三	陽	去	精	宕	z	iaang	1	ʦ	iaŋ	23	將領					
漿	精	開	三	陽	平	精	宕	z	iaang	1	ʦ	iaŋ	23						
蔣	精	開	三	陽	平	精	宕	z	iaang	2	ʦ	iaŋ	45						
槳	精	開	三	陽	上	精	宕	z	iaang	2	ʦ	iaŋ	45						
獎	精	開	三	陽	上	精	宕	z	iaang	2	ʦ	iaŋ	45						
匠	從	開	三	陽	去	精	宕	z	iaang	6	ʦ	iaŋ	32						
醬	精	開	三	陽	去	精	宕	z	iaang	1	ʦ	iaŋ	23						
象	邪	開	三	陽	上	精	宕	z	iaang	6	ʦ	iaŋ	32						
像	邪	開	三	陽	上	精	宕	z	iaang	6	ʦ	iaŋ	32						
橡	邪	開	三	陽	上	精	宕	z	iaang	6	ʦ	iaŋ	32						
章	章	開	三	陽	平	章	宕	z	iaang	1	ʦ	iaŋ	23						
張	知	開	三	陽	平	知	宕	z	iaang	1	ʦ	iaŋ	23						
彰	章	開	三	陽	平	章	宕	z	iaang	1	ʦ	iaŋ	23						
漳	章	開	三	陽	平	章	宕	z	iaang	1	ʦ	iaŋ	23						
璋	章	開	三	陽	平	章	宕	z	iaang	1	ʦ	iaŋ	23						
樟	章	開	三	陽	平	章	宕	z	iaang	1	ʦ	iaŋ	23						
蟑	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	iaang	1	ʦ	iaŋ	23						
掌	章	開	三	陽	上	章	宕	z	iaang	2	ʦ	iaŋ	45						
漲	知	開	三	陽	平	知	宕	z	iaang	1	ʦ	iaŋ	23						
丈	澄	開	三	陽	上	知	宕	z	iaang	6	ʦ	iaŋ	32						
仗	澄	開	三	陽	去	知	宕	z	iaang	6	ʦ	iaŋ	32	仗義					
仗	澄	開	三	陽	去	知	宕	z	iaang	1	ʦ	iaŋ	23	打仗					
杖	澄	開	三	陽	上	知	宕	z	iaang	6	ʦ	iaŋ	32						
帳	知	開	三	陽	去	知	宕	z	iaang	1	ʦ	iaŋ	23						
脹	知	開	三	陽	去	知	宕	z	iaang	1	ʦ	iaŋ	23						
障	章	開	三	陽	平	章	宕	z	iaang	1	ʦ	iaŋ	23						
賬	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	iaang	1	ʦ	iaŋ	23						
汁	章	開	三	侵A	入	章	深	z	ep	2	ʦ	ɜp	45						
執	章	開	三	侵A	入	章	深	z	ep	2	ʦ	ɜp	45						
吆	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	eu	1	ʦ	ɜu	23						
揪	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	eu	1	ʦ	ɜu	23						
啾	精	開	三	尤	平	精	流	z	eu	1	ʦ	ɜu	23						
酒	精	開	三	尤	上	精	流	z	eu	2	ʦ	ɜu	45						
就	從	開	三	尤	去	精	流	z	eu	6	ʦ	ɜu	32						
鷲	從	開	三	尤	去	精	流	z	eu	6	ʦ	ɜu	32						
袖	邪	開	三	尤	去	精	流	z	eu	6	ʦ	ɜu	32						
朝	知	開	三	宵B	平	知	效	z	eu	1	ʦ	ɜu	23	朝夕					
蕉	精	開	三	宵A	平	精	效	z	eu	1	ʦ	ɜu	23	蕉岭					
招	章	開	三	宵A	平	章	效	z	eu	1	ʦ	ɜu	23						
沼	章	開	三	宵A	上	章	效	z	eu	2	ʦ	ɜu	45						
召	澄	開	三	宵B	去	知	效	z	eu	1	ʦ	ɜu	23						
照	章	開	三	宵A	去	章	效	z	eu	1	ʦ	ɜu	23						
趙	澄	開	三	宵B	上	知	效	z	eu	6	ʦ	ɜu	32						
昭	章	開	三	宵A	平	章	效	z	eu	1	ʦ	ɜu	23						
姐	精	開	三	麻	上	精	假	z	iaa	2	ʦ	ia	45						
借	精	開	三	麻	去	精	假	z	iaa	1	ʦ	ia	23						
榭	邪	開	三	麻	去	精	假	z	iaa	6	ʦ	ia	32						
謝	邪	開	三	麻	去	精	假	z	iaa	6	ʦ	ia	32						
遮	章	開	三	麻	平	章	假	z	iaa	1	ʦ	ia	23						
者	章	開	三	麻	上	章	假	z	iaa	2	ʦ	ia	45						
這	疑	開	三	仙B	去	見	山	z	iaa	1	ʦ	ia	23						
蔗	章	開	三	麻	去	章	假	z	iaa	1	ʦ	ia	23						
唧	精	開	三	真A	入	精	臻	z	ik	2	ʦ	ik	45						
積	精	開	三	支A	去	精	止	z	ik	2	ʦ	ik	45						
即	精	開	三	蒸	入	精	曾	z	ik	2	ʦ	ik	45						
藉	從	開	三	麻	去	精	假	z	ik	6	ʦ	ik	32						
籍	從	開	三	清A	入	精	梗	z	ik	6	ʦ	ik	32						
寂	從	開	四	青	入	精	梗	z	ik	6	ʦ	ik	32						
跡	精	開	三	清A	入	精	梗	z	ik	2	ʦ	ik	45						
績	精	開	四	青	入	精	梗	z	ik	2	ʦ	ik	45						
蹟	精	開	三	清A	入	精	梗	z	ik	2	ʦ	ik	45						
夕	邪	開	三	清A	入	精	梗	z	ik	6	ʦ	ik	32						
汐	邪	開	三	清A	入	精	梗	z	ik	6	ʦ	ik	32						
矽	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	ik	6	ʦ	ik	32						
蓆	邪	開	三	清A	入	精	梗	z	ik	6	ʦ	ik	32						
織	章	開	三	之	去	章	止	z	ik	2	ʦ	ik	45						
直	澄	開	三	蒸	入	知	曾	z	ik	6	ʦ	ik	32						
值	澄	開	三	之	去	知	止	z	ik	6	ʦ	ik	32						
植	澄	開	三	之	去	知	止	z	ik	6	ʦ	ik	32						
殖	常	開	三	蒸	入	章	曾	z	ik	6	ʦ	ik	32						
職	章	開	三	蒸	入	章	曾	z	ik	2	ʦ	ik	45						
針	章	開	三	侵A	平	章	深	z	im	1	ʦ	im	23						
斟	章	開	三	侵A	平	章	深	z	im	1	ʦ	im	23						
枕	章	開	三	侵A	上	章	深	z	im	2	ʦ	im	45	枕頭					
枕	章	開	三	侵A	去	章	深	z	im	1	ʦ	im	23	枕戈待旦					
朕	澄	開	三	侵B	上	知	深	z	im	6	ʦ	im	32						
尖	精	開	三	鹽A	平	精	咸	z	im	1	ʦ	im	23						
漸	從	開	三	鹽A	上	精	咸	z	im	6	ʦ	im	32	逐漸					
漸	精	開	三	鹽A	平	精	咸	z	im	1	ʦ	im	23	漸車帷裳					
粘	娘	開	三	鹽B	平	知	咸	z	im	1	ʦ	im	23						
詹	章	開	三	鹽A	平	章	咸	z	im	1	ʦ	im	23						
占	章	開	三	鹽A	平	章	咸	z	im	1	ʦ	im	23	占卜					
占	章	開	三	鹽A	去	章	咸	z	im	1	ʦ	im	23	占領					
佔	端	開	四	添	平	端	咸	z	im	1	ʦ	im	23						
疹	章	開	三	真A	上	章	臻	z	in	2	ʦ	in	45						
診	章	開	三	真A	上	章	臻	z	in	2	ʦ	in	45						
甄	章	開	三	真A	平	章	臻	z	in	1	ʦ	in	23						
珍	知	開	三	真B	平	知	臻	z	in	1	ʦ	in	23						
真	章	開	三	真A	平	章	臻	z	in	1	ʦ	in	23						
陣	澄	開	三	真B	去	知	臻	z	in	6	ʦ	in	32						
振	章	開	三	真A	平	章	臻	z	in	1	ʦ	in	23						
賑	章	開	三	真A	上	章	臻	z	in	1	ʦ	in	23						
震	章	開	三	真A	去	章	臻	z	in	1	ʦ	in	23						
鎮	知	開	三	真B	平	知	臻	z	in	1	ʦ	in	23						
闡	昌	開	三	仙A	上	章	山	z	in	2	ʦ	in	45						
顫	章	開	三	仙A	去	章	山	z	in	1	ʦ	in	23						
煎	精	開	三	仙A	平	精	山	z	in	1	ʦ	in	23						
剪	精	開	三	仙A	上	精	山	z	in	2	ʦ	in	45						
翦	精	開	三	仙A	上	精	山	z	in	2	ʦ	in	45						
荐	從	開	四	先	去	精	山	z	in	1	ʦ	in	23						
賤	從	開	三	仙A	去	精	山	z	in	6	ʦ	in	32						
箭	精	開	三	仙A	去	精	山	z	in	1	ʦ	in	23						
薦	精	開	四	先	去	精	山	z	in	1	ʦ	in	23						
餞	從	開	三	仙A	上	精	山	z	in	1	ʦ	in	23						
濺	精	開	四	先	平	精	山	z	in	1	ʦ	in	23	濺濺					
濺	精	開	三	仙A	去	精	山	z	in	1	ʦ	in	23	飛濺					
氈	章	開	三	仙A	平	章	山	z	in	1	ʦ	in	23						
戰	章	開	三	仙A	去	章	山	z	in	1	ʦ	in	23						
菁	精	開	三	清A	平	精	梗	z	ing	1	ʦ	ɪŋ	23						
晶	精	開	三	清A	平	精	梗	z	ing	1	ʦ	ɪŋ	23						
睛	精	開	三	清A	平	精	梗	z	ing	1	ʦ	ɪŋ	23						
精	精	開	三	清A	平	精	梗	z	ing	1	ʦ	ɪŋ	23						
阱	從	開	三	清A	上	精	梗	z	ing	6	ʦ	ɪŋ	32						
淨	從	開	三	清A	去	精	梗	z	ing	6	ʦ	ɪŋ	32						
靖	從	開	三	清A	上	精	梗	z	ing	6	ʦ	ɪŋ	32						
靜	從	開	三	清A	上	精	梗	z	ing	6	ʦ	ɪŋ	32						
貞	知	開	三	清B	平	知	梗	z	ing	1	ʦ	ɪŋ	23						
偵	徹	開	三	清B	平	知	梗	z	ing	1	ʦ	ɪŋ	23						
楨	知	開	三	清B	平	知	梗	z	ing	1	ʦ	ɪŋ	23						
禎	知	開	三	清B	平	知	梗	z	ing	1	ʦ	ɪŋ	23						
征	章	開	三	清A	平	章	梗	z	ing	1	ʦ	ɪŋ	23						
怔	章	開	三	清A	平	章	梗	z	ing	1	ʦ	ɪŋ	23						
蒸	章	開	三	蒸	平	章	曾	z	ing	1	ʦ	ɪŋ	23						
癥	知	開	三	蒸	平	知	曾	z	ing	1	ʦ	ɪŋ	23						
整	章	開	三	清A	上	章	梗	z	ing	2	ʦ	ɪŋ	45						
正	章	開	三	清A	平	章	梗	z	ing	1	ʦ	ɪŋ	23	正月					
正	章	開	三	清A	去	章	梗	z	ing	1	ʦ	ɪŋ	23	正午					
政	章	開	三	清A	去	章	梗	z	ing	1	ʦ	ɪŋ	23						
症	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	ing	1	ʦ	ɪŋ	23						
證	章	開	三	蒸	去	章	曾	z	ing	1	ʦ	ɪŋ	23						
徵	知	開	三	蒸	平	知	曾	z	ing	1	ʦ	ɪŋ	23	徵求					
浹	精	開	四	添	入	精	咸	z	ip	1	ʦ	ip	23						
接	精	開	三	鹽A	入	精	咸	z	ip	1	ʦ	ip	23						
囁	日	開	三	鹽A	入	日	咸	z	ip	1	ʦ	ip	23						
摺	來	開	一	覃	入	來	咸	z	ip	1	ʦ	ip	23						
輒	知	開	三	鹽B	入	知	咸	z	ip	1	ʦ	ip	23						
褶	邪	開	三	侵A	入	精	深	z	ip	1	ʦ	ip	23	皺褶					
蟄	澄	開	三	侵B	入	知	深	z	it	6	ʦ	it	32						
姪	澄	開	三	真B	入	知	臻	z	it	6	ʦ	it	32						
窒	知	開	三	真B	入	知	臻	z	it	6	ʦ	it	32						
質	章	開	三	真A	入	章	臻	z	it	2	ʦ	it	45	物質					
癤	精	開	四	先	入	精	山	z	it	1	ʦ	it	23						
捷	從	開	三	鹽A	入	精	咸	z	it	6	ʦ	it	32						
睫	精	開	三	鹽A	入	精	咸	z	it	6	ʦ	it	32						
節	精	開	四	先	入	精	山	z	it	1	ʦ	it	23						
節	精	開	四	先	入	精	山	z	it	2	ʦ	it	45						
截	從	開	四	先	入	精	山	z	it	6	ʦ	it	32						
浙	章	開	三	仙A	入	章	山	z	it	1	ʦ	it	23						
櫛	莊	開	三	臻	入	莊	臻	z	it	1	ʦ	it	23						
綴	知	合	三	仙B	入	知	山	z	it	1	ʦ	it	23	綴足					
舟	章	開	三	尤	平	章	流	z	iu	1	ʦ	iu	23						
州	章	開	三	尤	平	章	流	z	iu	1	ʦ	iu	23						
周	章	開	三	尤	平	章	流	z	iu	1	ʦ	iu	23						
洲	章	開	三	尤	平	章	流	z	iu	1	ʦ	iu	23						
啁	知	開	二	肴	平	知	效	z	iu	1	ʦ	iu	23						
週	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	iu	1	ʦ	iu	23						
晝	知	開	三	尤	去	知	流	z	iu	1	ʦ	iu	23						
椒	精	開	三	宵A	平	精	效	z	iu	1	ʦ	iu	23						
焦	精	開	三	宵A	平	精	效	z	iu	1	ʦ	iu	23						
蕉	精	開	三	宵A	平	精	效	z	iu	1	ʦ	iu	23						
蕉	精	開	三	宵A	平	精	效	z	iu	5	ʦ	iu	21	吃蕉					
礁	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	iu	1	ʦ	iu	23						
鑿	從	開	一	東	入	精	通	z	ok	6	ʦ	ɔk	32						
浞	崇	開	二	江	入	莊	江	z	ok	6	ʦ	ɔk	32						
擢	澄	開	二	江	入	知	江	z	ok	6	ʦ	ɔk	32						
濯	澄	開	二	肴	去	知	效	z	ok	6	ʦ	ɔk	32						
昨	從	開	一	唐	入	精	宕	z	ok	6	ʦ	ɔk	32						
作	精	開	一	模	去	精	遇	z	ok	1	ʦ	ɔk	23						
作	精	開	一	模	去	精	遇	z	ok	2	ʦ	ɔk	45						
捉	莊	開	二	江	入	莊	江	z	ok	2	ʦ	ɔk	45						
藏	從	開	一	唐	去	精	宕	z	ong	6	ʦ	ɔŋ	32	寶藏					
僮	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	ong	6	ʦ	ɔŋ	32	僮族					
贓	精	開	一	唐	平	精	宕	z	ong	1	ʦ	ɔŋ	23						
髒	精	開	一	唐	上	精	宕	z	ong	1	ʦ	ɔŋ	23						
奘	從	開	一	唐	上	精	宕	z	ong	6	ʦ	ɔŋ	32						
葬	精	開	一	唐	去	精	宕	z	ong	1	ʦ	ɔŋ	23						
臟	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	ong	6	ʦ	ɔŋ	32						
庄	並	開	二	耕	平	幫	梗	z	ong	1	ʦ	ɔŋ	23						
妝	莊	開	三	陽	平	莊	宕	z	ong	1	ʦ	ɔŋ	23						
莊	莊	開	三	陽	平	莊	宕	z	ong	1	ʦ	ɔŋ	23						
裝	莊	開	三	陽	平	莊	宕	z	ong	1	ʦ	ɔŋ	23						
樁	知	開	二	江	平	知	江	z	ong	1	ʦ	ɔŋ	23						
壯	莊	開	三	陽	去	莊	宕	z	ong	1	ʦ	ɔŋ	23						
狀	崇	開	三	陽	去	莊	宕	z	ong	6	ʦ	ɔŋ	32						
撞	澄	開	二	江	平	知	江	z	ong	6	ʦ	ɔŋ	32						
幢	澄	開	二	江	去	知	江	z	ong	6	ʦ	ɔŋ	32	一幢樓					
遭	精	開	一	豪	平	精	效	z	ou	1	ʦ	ɔu	23						
糟	精	開	一	豪	平	精	效	z	ou	1	ʦ	ɔu	23						
蹧	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	ou	1	ʦ	ɔu	23						
早	精	開	一	豪	上	精	效	z	ou	2	ʦ	ɔu	45						
蚤	精	開	一	豪	上	精	效	z	ou	2	ʦ	ɔu	45						
棗	精	開	一	豪	上	精	效	z	ou	2	ʦ	ɔu	45						
藻	精	開	一	豪	上	精	效	z	ou	2	ʦ	ɔu	45						
皂	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	ou	6	ʦ	ɔu	32						
灶	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	ou	1	ʦ	ɔu	23						
造	從	開	一	豪	上	精	效	z	ou	6	ʦ	ɔu	32	製造					
租	精	開	一	模	平	精	遇	z	u	1	ʦ	u	23						
祖	精	開	一	模	上	精	遇	z	u	2	ʦ	u	45						
組	精	開	一	模	上	精	遇	z	u	2	ʦ	u	45						
做	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	u	6	ʦ	u	32						
咀	從	開	三	魚	上	精	遇	z	ui	2	ʦ	ui	45						
沮	從	開	三	魚	上	精	遇	z	ui	2	ʦ	ui	45	沮喪					
沮	清	開	三	魚	平	精	遇	z	ui	1	ʦ	ui	23	沮水，水名					
