%	又音
？	存疑
tən1	登𤼪（登）𤼷（登）䔲噔璒燈㽅㲪竳簦䳾豋𧯭𧰍㢯弴惇𥫉（惇）𤭞敦𢼪（敦）𠧈（敦）㪟墩噸礅驐箏魨燉蹲？
tən3	等戥
tən5	橙隥凳嶝磴鐙𩞬𧄼𧀆蹬僜鄧𣩟䮴幐𢻴扽敦𢼪（敦）𠧈（敦）㪟頓（都困切 徒困切）炖砘鈍𩔂鶨屯憕瞪忳（杜本切 都困切 徒困切）𤃶沌盾𥫱囤庉坉㡒□（~子 中式上裝）
tʰən1	膯𤃶鼟𧰥吞燉噋涒暾黗𧑒䵍𪏆熥？
tʰən2	幐滕𥉋螣縢謄䒅藤𢟱儯騰𤻴籐鰧𧈜邨燉沌屯芚㹠庉忳𡱂𤫭軘豘豚飩肫𥸵𪌋𦞠𪎶魨臀𥴫𩪡坉窀啍純𠄤（純）㝄（純）疼
tʰən3	吨黗氽𤊯畽
tʰən5	遁𨔡（遁）𨘹（遁）𨙆（遁）遯褪㧷
lən2	犉𩀋瞤眴□（張目也）
lən2	能塄棱楞稜倰祾輘耳艿扔仍辸㭁礽䚮𠽽𤕦𠹣（𤕦）獰㲰𧂘𥣗鬤儜薴嬣𧭈鑏䭢鬡䋻䛘鵀紝恁壬䛘銋鵀任紝黁掄菕崘崙論亻儿人𠔽（人）仁忎（仁）𡰥（仁）朲掄侖倫陯圇淪惀棆蜦䈁䑳綸輪踚鯩論櫺
lən3	能檸冷拰恁銋𢆉荏栠棯稔䭃䏕䏯（䏕）袵䇮飪𦜙（飪）腍餁㶧睔㤻惀碖忍荵涊耣𦓾𣯍蝡紉
lən5	踜愣倰㱥認扔㭁芿賃鵀任妊衽絍抐枘嫩（媆俗字）媆腝碖溣論䀼刃仞忍杒牣肕軔𢂻訒韌認䏰閏𥹿（閏）閠潤寧（乃定切）寍（寧 乃定切）
kən1	搄縆絙庚䢚浭賡鶊羹𩱧埂㪅更秔稉粳耕畊（耕）根𣥦跟珢今
kən3	郠埂挭峺硬𢯬哽梗𧋑䌄綆䋁（綆）骾鯁𦛟耿熲（耿）𦵸𥉔䫀詪
kən5	亘亙𣘰𠄭揯縆堩𥔂䱎暅𠄣𣍭筻㪅更艮㫔茛詪珢垠
kʰən1	砊劥阬坑𥉸硎㰢㧶𡷨牼硜硻誙銵䡩䡰鏗摼鳽羥殸傾顉
kʰən2	□（節省）
kʰən3	肎肯𣍟（肯）豤墾懇齦
kʰən5	硍
xən1	亨亯（亨）𠅖（亨）哼悙脝
xən2	𢘆恒恆𠄨（恆）𢛢峘莖䪫牼哏拫痕鞎㯊𦣍筕珩桁胻䯒衡𡘻（衡）𡙉（衡）蘅洐
xən3	佷很狠䓳
xən5	䛭𧨫㚔𠂷𡴘悻婞𡟡㼬荇莕絎胻恨
ʔən1	恩𤇯蒽煾ㄣ硬然莖嫈罃褮甖𠠜罌嚶譻
ʔən2	圻垠㙬（垠）𡊷（垠）𡏴（垠）泿俓娙□（不馴）
ʔən3	
ʔən5	摁䭡鞕硬行嫈䙬瀴䭓
tsən1	曽曾竲贈增𦼏憎橧熷磳罾矰䎖譄僧䒏鬙𣃘𨟃癥症徵𢾷（徵）𢽠（徵）𡈼（徵）𢽡（徵）脀䒱𦚦烝蒸䕄篜䟓朾丁𠆤（丁）玎𧯫䆸𠑅趟𩘽綪爭𠫩（爭）𠄙（爭）埩掙猙䋫箏䱢貞𠨀（貞）湞楨禎𨜓𨺟媜鯖延佂𨒌征徰（征）怔𦙫眐𧘿䋊鉦𨢹正㱏𣥔𤴓𧾸鴊坫椹枮砧碪旡𠘸（旡）兂簪𥯓（簪）撍㻸瑊㘰針（鍼俗字）葴斟箴鍼𪈁鱵𪇳塡𥧑（塡）珍錱（珍）鎭𨦸（鎭）𨬖溱瀙𣓀搸蓁榛潧𣐽樼臻轃唇磌真㖘帪眞𡙊（眞）桭㲀蒖甄禛薽籈畛𤱥（畛）稹侲振診懲矜
tsən3	氶抍丞拯𨋬撜盯整戡㱽枕䪴䫬屒𣞟敐胗槇姫㐱𠘱眕畛𤱥（畛）疹袗𦕑紾軫裖䪾駗稹縝鬒黰賑晸𧤛𣐽
tsən5	增𪒟瞪𪑬𪒘甑䙢䰝𩱭烝證𨨾（證）倀趟柼偵幀㡧𩏠瑒鋥䂻𥊼掙諍呈鄭㽀正㱏𣥔𤴓𧾸政症証鴊揕㓄螣鰧顩栚𦨶朕𦩎𦩗沈㼉鴆譖針（鍼之俗）枕填塡𥧑（塡）瑱鎮鎭𨦸（鎭）䏖䀕紖眹陳𨸬（陳）軙（陳）陣𨳌敶䢻娠袗𩒉挋侲唇振賑䟴震𩆉（震）䳲濜擲囎（囎唹（そお）は鹿児島縣の地名）憕棖
tsʰən1	庱僜睖爯𤔹（爯）偁稱䟓撐橕瞠竀樘倀噌鏘𢐓琤棦凈錚琤鐺槍鎗䟓䞓赬檉蟶竀虰偵䑣郴琛棽綝𥉨賝參𠫰（參）朁（參）嵾𥤇駸梫槮𧡪𤣆胂縝嗔䐜瞋謓𣞟縝逞
tsʰən2	曾層增䁬澂澄浧（澄）憕懲瞪嶒竲驓鄫橧繒磳丞承𨋬揨朾䆑𢾊䁎憕橙𢿦䆵瞪虰湞䟫挰掁棖澄浧（澄）憕盯呈埕珵程裎䇸酲𨜓成郕城𢦩宬珹筬誠鋮䫆盛䒞沉（同沈）𤘣莐鈂霃沈湛㴴（湛）枕㞥岑笒涔梣䅾𩅨𣠟𩻛忱㽸訦愖煁瘎諶葚𣞵陳𨸬（陳）軙（陳）𪋻塵𦧄（塵）𡐪（塵）𡔙尘（塵）塡趁䍶敶臣𢘑（臣）辰𠩟（辰）𠨷（辰）𨑄（辰）䢻茞䣅宸敐晨𠔹（晨）䢅麎鷐桭屒晨𠔹（晨）帘㲀𦿒傖嗆（~哼）䚘崢𩫿鬇鏳埩𦱊崝琤崢迚鬇纏（限 盤~）乗乘𠅞（乘）𠓸（乘）棧
tsʰən3	庱䩶裎悜睈騁𩧢（騁）踸䫖鍖堪醦墋磣沈瀋辴𢌝
tsʰən5	𠟂蹭覴稱秤鱦䞉剰𡹴剩嵊賸媵𣎜牚靗偵遉㵾𧡬闖讖疢𤵜𤻞趁齔儭嚫櫬䞋瀙𢌝
sən1	㱡升昇陞勝+𠢧（勝）+𠅫（勝）+𢾶（勝）+𦫵抍聲殸（聲）參𠫰（參）朁（參）棽森槮穼𥥿蔘薓葠蓡𦺭曑襳深𣸧（深）𦸂㯜扟屾侁𢓠籸莘甡兟𨐔詵𦐹𣘘駪㜪燊𩺵䯂㾕姺阠嫀申𤰶（申）𠭙（申）伸身鯓呻珅柛神𣢘㑗砷眒𥋀（眒）𠲳娠𣇗紳訷𩉼䰠胂牲笙泩狌珄甥生胜湦僧
sən2	乗乘𠓸（乘）𠅞椉塖塍堘畻溗騬澠憴繩譝鱦神𥛠（神）層蹲踆（蹲）
sən3	㱡省𡮀（省）䁞（省）眚𨜜渻𡞞㼳㾪䚇𨵥槮㾕瘮淰㜤䰼邥沈宷魫諗審𩶇瞫𧀯嬸㰂䀢弞矤哂听（哂）矧訠頣洒
sən5	𡬙丞勝𠢧（勝）𠅫（勝）𢾶（勝）榺蕂膡生𤯓（生）鼪貹晟盛墭聖𦕡（聖）𠄵（聖）罧滲訦甚𠯕（甚）𥱅（甚）甚𠯕（甚）𥱅（甚）侺深𣸧（深）𢊖𣞵+㰮脤祳腎𦜜蜃鋠昚蜃慎愼𡴜（愼）眘（愼）㥲（愼）申抻眒𥋀（眒）阠
kuən3	衮𧚹（衮）袞惃蓘䃂滾緄輥渾（同滾）緷𩩌㯻鯀錕丨𧞢
kuən5	琯睔睴璭謴𧬪㴫棍？
kʰuən1	惃昆菎晜崐崑猑琨䖵㡓蜫褌瑻醌錕𥊽騉鵾鯤𪋆鶤㱎𢃭巛𡿦豤髖坤𠔜（坤）堃髡𩒱臗
kʰuən3	𩑔捆悃梱硱稇裍壼稛綑𡈋閫齫
kʰuən5	𩒱困𣏔涃睏
xuən1	昏𣄾（昏）𣄼（昏）惛婚棔殙𣣏閽葷
xuən2	𦸌𤟤楎煇䡣忶㑮堚渾揮琿𤦳（琿）䰟魂㮯餛𢣒𣝂䴷䮝鼲俒顐沄𧡡餫
xuən3	惛𦃕混？㯻
xuən5	鯇惛緷棍睔睴鯶煇葷混渾㮯倱掍䚠𨡫䫟䧰焜圂俒溷慁
tsuən1	尊嶟樽罇繜屯迍窀㡒跧僎嶟遵𨘊（遵）𢍲（遵）鷷惇𥫉（惇）忳肫訰𥇜諄𧭫（諄）
tsuən3	僔𠟃撙䔿噂譐純𠄤（純）㝄（純）准埻準
tsuən5	焌捘𩯄鱒栫臶鐏鱒𦪚盹圳訰𥇜諄𧭫（諄）稕𥤁（稕）𦽑
tsʰuən1	村邨杶䡅瑃椿輴櫄鶞楯皴竴浚（七均切）踆竣㕙夋𠣟逡䞭墫捘春萅（春）𦸬（春）旾（春）𣈤（春）蝽
tsʰuən2	存𠩯（存）𨚲拵袸䣩㡒鷷
tsʰuən3	刌𢩭忖偆僢𦚧偆𢾎惷䐏𢧨踳蠢𢧋（蠢）
tsʰuən5	寸吋䍎襯□（探測）
suən1	孫𩚏飧搎蓀猻蕵薞喰甥
suən2	槆檈眴姰郇荀峋洵恂珣㰬𣓓詢𣖼畇栒㸪楯旬𠣡（旬）巡𠣙洵紃揗䖲循㽦䋸𪀠𧾩灥馴（詳遵切或殊倫切）畇𡗥陙純𠄤（純）㝄（純）忳䣩惇淳𤂸（淳）蒓醇𨣳（醇）錞𦎧鶉𢗋蓴焞肫
suən3	㾕損扻（損）䐣𦠆笋隼𠣤𠣬筍𥳦（筍）𥰴（筍）𣕍榫𥯗箰栒簨鵻省（鄉又音）𡮀（省）䁞（省）
suən5	潠巽巺𢁅（巽）𠹀遜愻𩕧𢓈侚徇殉賰䀢舜𡐩（舜）𡳈（舜）𡳉（舜）蕣䑞瞚瞬鬊𡿦（鬊）眴盾楯吮揗順㥧（順）巡（順）𠈼（順）揗
uən1	昷𥁕𨜵塭温殟溫㼔瘟豱𩥈𪉸鴛輼蕰緼縕韞䡝？㚃？蒀？氲？煴？氳？𥠺？蝹？馧？緼？縕？藴？蘊？
uən2	㑮梱瘒顐閩文彣炆蚊紋雯馼䰚？𤝋聞𦕁（聞）䎽（聞）䎹（聞）𥹢（聞）鳼𦖫閿螡闅鼤蟁䘇汶渂（汶）㨡
uən3	穎𡁋穩㒚勽刎抆吻㖧（吻）𠞍（吻）𦮶𦝮伆夽？喗？𧼐？齫？𪘩？齳？揾䡝褞賱惲蕰緼醖縕醞藴韞蘊熅（鄔本切）煴
uən5	諢顐䭡揾搵娩絻莬脕聞𦕁（聞）䎽（聞）䎹（聞）𦖫（聞）𥹢（聞）鼤文（文運切）抆紊汶渂（汶）問𠳅（問）愠慍蕰緼醖縕醞藴
pəʔ7	不𠀚（不）𠙐（不）
pʰəʔ7	馞䪬昢哱㛘孛悖誖𢨋（誖）𢠜荸䄶餑郣勃挬𡋯浡桲𣭷㪍脖㶿渤𦸦馞𩣡鵓𩱚艴
məʔ7	𠬸沒勿（莫勃切）物歾（沒）𣇶（沒）没𠬛𤣻歿殁莈𩑦無𣟒（無）𣚨（無）𠘩（無）
fəʔ7	𨚓鈈𤊸芾巿弗甶冹帗𡗻柫氟笰翇紱紼綍𩖼韍髴黻乀刜拂茀𢂀彿祓艴𧿳髴䭮嶏佛𠇛（佛）仏（佛）坲刜咈𡶒怫炥䞞𣀣沸𩰾㵒
təʔ7	䙷得𢔶（得）𢔨（得）淂惪𢛳㥁𨁽德𠮊鍀𣌏鴏𧈱𧴮𧈩貣特𤙰𧎢螣棏樴頓咄𩢎柮𩨳
tʰəʔ7	𧊇匿㥾忑忒𢘋貣㧹脦㥂慝鋱𥊸特宊𠫓脫𡿮𣅝䠈㥆棁梲凸𡿮突𡦾（突）堗葖𦩤鼵揬𣔻鈯腯𦔅鍎鶟吐
ləʔ7	若（遠指 俗或書那 非）𦱡（若）𦱶（若）𧁇（若）𣉘䘅䎪㔹仂阞扐艻叻玏泐竻勒𤨕鰳肋嘞朸疒眲䭆蹃𥖪礐砳搦𣲷𦮾㵫㘝孨入肭抐㕯𣧍訥？𨁸𠀽硉㪐𥓎𢂤㠴日𡆸（日）馹衵臸矣（每作輕聲）𠤘（矣 每作輕聲）
nəʔ8	喏諾
kuəʔ8	塊？
kʰuəʔ8	塊？
kəʔ7	鴿㠷佮匌㭘𢂷𣭝閤鞈韐鮯鉿蛤浩合㪉頜㧁郃噶丐匃割㓣（割）𠛷（割）𠛛（割）𨞛𩢛䈓㵧輵𥢸葛獦裓𢧧孂搹革𠦶（革）鬲䰜（鬲）隔塥嗝槅膈𢡍𦑜𥉅諽䨣𥴩䪂𧈑𩹺𢡤挌茖𢓜格㦴𢼛蛒觡骼𪌣𩹿𩹺鉻㪾鵅呄鴿㠷佮匌㭘𢂷𣭝閤鞈韐鮯鉿蛤浩合㪉頜㧁郃𨞛
kʰəʔ7	匌歁峇𢈈㕉𠩧䆟𧨵溘𣹆𣩄㧁榼磕瞌𨍰㕎𧛾䶀鞈（䶀）䯋骹䅥䳚磕瞌嵑渴𣊅（渴）𤸎㵣咳孩（咳）克𠧳（克）𡱀（克）𠅔（克）𠅡（克）𠧻（克）刻𠞫（刻）剋勀勊娔氪𡞢尅諽䙐緙礊罊𩱝喀揢客礊可？趏楬𥴭磍咭劼𠛉葜㓞㓤𢼣𤫶硈䂒𦸉𩮁鬝鬜擖
xəʔ7	蓋𤇁（蓋）盇盍𢈊𢩋𨜴熆篕𧪞闔𨶩嗑㧁㭘搿合䢔盒𡇶𦳬詥耠𩡔𦤦喝㿣䫘𠿒猲暍曷毼㮫餲鞨䫘𩩲褐鶡骱蝎害黒黑嘿（同㱄）潶㱄劾赫爀𥋿𢅰嚇滆核𣝗（核）𤈧㮝䃒翮覈繳蒚䞦楁𨍇垎淈𥝖紇齕麧欱蓋𤇁（蓋）盍𨜴熆篕𧪞闔𨶩嗑㧁㭘搿合䢔盒𡇶𦳬詥耠榙𪘁郃越
tsəʔ7	則𠞋（則）𠟔（則）𠟭𠟻𣿐賊𧵪𦽒蠈鰂鱡𣮊𢕚稙陟捗𠌹（陟）𡮞直𣓟（直）𣖴（直）值（直析）値（直析）𡸜犆䐈禃萴𣅔稄夨仄𠨮㳁𣅦昃𣅳𢯩𥟔萴𡸦溭崱戠織𥿮（織）綕（織）𦁓（織）𦁋（織）𧄕+䐈樴𥋏職蟙軄昵嘀摘厇矺𡇠𤟍棏䊞謫讁嫡𪄱𩑒乇杔馲舴𤜤+虴磔𥧮𪐏𤁰𤂥檡擇澤（丈伯切）㚖（澤）襗䕪蠌鸅㡯宅𡧪（宅）翟𪀥𩏪𧐐咋責𧵩（責）嘖幘嫧𦟜簀謮𩔳債迮笮舴㳻嘖諎蚱柞窄措𪐏蹢𨅙（蹢）𧓸躑䵂潪擿擲䨥𠪮適𩀝拓摕（拓）䘸這（俗用作近指字）䗪隻䞠跖墌摭蹠𨂂（蹠）炙指𢫾（指）熾𧹹（熾）𤎷（熾）𩅀𩢏縶𡂣譶俋㞏䐲蟄㙷戢㗊蕺𠿠濈𧤏𥊬𧥄霵𩒣霵䯂汁叶執瓡褁慹𡠗䥍（𨬝之譌）㲳挃庢𥎹秷𦤻窒蛭㗧銍𨖹膣螲𪗻楖擳𥠈㘉瀄櫛侄郅桎晊蛭銍質（之日切）劕𡂒懫𡒐（懫）𡏸（懫）櫍䑇騭礩鑕𪗨膱+妷？姪𧽮柣？袠翐？紩？鉄（紩）？𡙮𢧤𣗻豑指𢫾（指）脂（軫視切）戠厔祇（俗又音）作胙（作）𢓓（作）之得殖築？
tsʰəʔ7	墄侙勅㽚恜敕飭遫慗𪀦趩鷘荲栻淔𡍫測惻𢝔（惻）䔴𦔎畟𦔫瀷拆坼𤖴㿭𡍩𩎚𧼳𩑒擇冊𠕋拺𣆩笧策𥬰㥽憡筴矠嫧𧶷皟䶦柵鰿矠嘖㣱耫賾𡄙（賾）葃咋泎齚齰岝𤭏彳䜺簎柵哧尺呎蚇斥赤𠧚㡿𠧵烾㚖郝滷湁雴漐𡍪㞚䙄𢕬卙斟抶跮眣𥄺（眣）咥秩豑（秩）廁（側也）䜉㓼𠞩𪘧叱側
səʔ7	塞𡫼㥶𢤑（㥶）𢥜（㥶）𢥛寨薔嬙色𢒸（色）嗇𠻮（嗇）𤲝（嗇）𤳋（嗇）𤲷（嗇）銫𠢳濇懎㱇穡𧒗䉢繬轖𩍙𩕡遈湜寔埴植殖𢨀㨁鉽識𧨺（識）𧬣𧄹式拭𢂑烒軾飾𥿮飠食𩚃（食）餐（食）蝕拺䪂洓㾊栜𣽤擌䨛摵愬索（山戟切 求也）𡩡溹虩𧈅㳻𥻨索㮦䂹𡩡䞽溹哧郝㚒冟睗適奭𡚐（奭）螫檡𡣪澤（施隻切 同釋）䁺𥼶釋摭襫𩮜晹𦔥射+䠶+麝+雭歰澁㒊濇澀啃翜鈒什十拾褶溼濕𦒣（濕）䏉瑟㻎（瑟）𡘼（瑟）𡚉（瑟）𩇰（瑟）璱𦆄飋虱蝨鯴蟋失室𩋡實宲（實）𡾍（實）石𥐘炻祏䄷鉐䲽鼫雫辻說
zəʔ7	日（鄉又）
ʔəʔ7	䁊頟額䩹䱮峉詻䩹㣂鳽虉砈厄戹阨扼苊呃阸㧖呝蚅軛軶豟𧲒（豟）𧠞𩚬啞䛩搤貖𪕶𩚬啞餩殕
kuəʔ7	蓇䮩扢㒴汩骨啒淈尳愲榾㾶縎鶻滑汨淿（汨）䓛
kʰuəʔ7	𤫵蛞筈䟯𨶖闊𨓈适胐㧾㩿矻堀䯇𩑔窟𡑣𡑧𡼿𧷎𥌄顝圣泏掘崛𡲗䘿䠇𧱝堀𡲬
xuəʔ7	豁活𣴠𣽅𣸅啒昒㫚曶忽匫惚䩐𣓗𢑢𤶘寣𦁕㦌䬍𩙤（䬍）囫笏鍃㾁𨑥扢抇尳𡰅鶻𢪏搰核𣝗𦗣滑㨡葫猴
tsuəʔ7	𦳮？倅稡捽椊崪䚝𩩠𪘧㤕絀逫泏窋㑁䂐茁𡢑笜
tsʰuəʔ7	𢪃𥾛𣨛𤝞怵㤕欪𧺶䟣黜炪出闋齣（俗一折曰一齣用是 非）
uəʔ7	枂+兀阢扤𦬂屼杌矹𦨉𤴰𧈭䑢𠨜㽾䦍鼿刖軏淴𩑦䯉嗢腽膃榅殟揾媼馧沕昒勿伆芴岉𨑥物𣃦崛？菀尉㷉（尉）蔚欝𩏴𩰪鬱𦉚（鬱）灪爩䖇𥘄𩚴宛黦熨𤓮濣
suəʔ7（？）	㲞窣𪌯𪍛𪅄𪖶㞕
piɲ1	仌冰𣲝（冰）掤冫兵𠈯（兵）𠡿（兵）栟并幷竝屏箳攽汃邠玢砏彬斌㻞豳虨霦𥇖份𧶉賓𡫅（賓）𥦎（賓）𡧍（賓）𡪛賔儐濱𣴩（濱）𩔤（濱）𨽗（濱）濵檳㯽瀕䚔鑌顮𩴱矉殯（又）砯
piɲ3	辟（必郢切）丙邴苪秉怲昞炳窉蛃鉼餠餅䴵綆併屏鞞稟朩
piɲ5	靐凭邴怲柄棅鈵寎并幷竝併倂傡摒庰偋病坪𡊞枰評併並竝鮩賓儐䚔擯𢷤殯𣩵𧸈鬢覕𩯭猵臏髕牝𠤎（牝）冰+㓈
pʰiɲ1	竝拼姘甹俜艵頩𢖊竮覮頩砏虨繽𩴱𢣐䎙𩰝
pʰiɲ2	馮淜凭㵗憑𠗦平𤔁（平）𠀭（平）坪苹泙枰胓蚲評鮃畊郱荓洴屏瓶萍𤲒蓱蛢缾䈂軿竮箳䶄獱𩴱玭頻𩔤（頻）薲嬪𡜷（嬪）𡝏（嬪）姘（嬪）𡣑（嬪）𡤁（嬪）嚬𡤉㰋蠙𦇖𧭹顰蘋𡧋貧
pʰiɲ3	品榀頩艵
pʰiɲ5	聘俜娉噴歕𣎵䚔𧢘𨷚𣎳
miɲ2	𥁰盟𢄾（盟）𧖸𥂗明朙萌鳴䳟名洺冥𥹆鄍蓂猽溟嫇榠暝銘瞑螟𧱴覭䫤𪃯玟苠旻旼岷珉盿罠㨉瑉碈鈱䁕𤸅䪸緡鍲抿笢闅忞汶渂（汶）民𠘽（民）怋䁕泯闅
miɲ3	𥁰皿𥥊眳慏茗眳溟嫇姳酩瀴䟨刡抿泯𤿕笢黽僶𨍌澠䐇閩
miɲ5	命詺名暝䒌暋敃敏勄（敏）閔湣愍㥸（愍）𤛎慜潣憫𦌡簢𥴲鰵𨏵
tiɲ1	丁𠆤（丁）仃㣔䟓䦺叮玎疔虰釘靪灯霑？
tiɲ3	㞟奵耵靪酊頂𩠑鼎鼑（鼎）薡𩕢葶濎
tiɲ5	奠磸釘𦘭矴定㱏（定）訂頂飣錠顁定㱏（定）萣啶腚碇錠廷掟振澄浧（澄）庭
tʰiɲ1	町訂艼庁汀𦉬烴綎𦀚䩠䋼鞓聽𦕢（聽）廳桯天（ ~井又）
tʰiɲ2	渟綎㼗廷𧖧莛㹶亭庭停葶蜓筳婷楟霆聤鼮𧓴𩹇挺娗
tʰiɲ3	徎町艼𦉬𡈼圢䵺（圢）侹珽脡𤱹䦐頲町訂鋌莛蜓霆挺涏娗梃艇𦨿（艇）誔聽𦕢（聽）
tʰiɲ5	汀聽𦕢（聽）侹
niɲ1	拎𢺰㩕□（~~taŋ1taŋ1 人眾貌）
niɲ2	冰凝疑夌凌𣎎𱼾陵𨻪（陵）䧙（陵）掕菱𧅊（菱）崚淩㥄𣣋㱥𠗲祾𡕮䔖蔆綾𩜁鯪跉令（郎丁切）𨛲寍䆨寧𣍆嚀聹𧕝鸋擰冷怜獜鏻〇伶𠄖刢灵阾苓囹彾狑泠姈玲柃昤𠱠㸳瓴𣬹砱秢𤫲㾉竛聆蛉笭舲翎羚紷軨跉詅零𡈍（零）閝鈴𩚹𧆺䯍駖蕶鹷鴒魿澪䕘𩄀霝霛䉁𪕌酃蘦孁齡櫺𩟃𤣘𩆜𩆚𧕅𦉢䡼醽𩆮靈𧨈（靈）𢩙（靈）䴇𩖊𩵀𤣤欞麢爧𥤞𧖜䉹𦫊𦏰龗𩆇（龗）𪚙（龗）呬岭令呤𩆈林淋琳玪（琳）箖霖臨𦣷（臨）瀶痳紉粦鄰厸（鄰）粼㷠𡑜嶙獜潾璘燐磷瞵疄麐翷繗轔𧲂壣鏻驎𩻜鱗麟駗凪（な（ぐ））輪
niɲ3	令（盧景切）阾柃袊䕘領嶺聹䗿𩕳䔭濘冷笭𦊓癛㐭菻凜廩𢈺（廩）𥠌𤎭澟懍檁顲嶙撛僯橉𩕔
niɲ5	凝詅令（力正切 郞定切）寧（乃定切）甯鸋年佞寗濘零𡈍（零）𢺰另令臨𦣷（臨）𠐼㷠粦（㷠俗）㔂遴燐磷瞵疄麐轔鏻𠄈撛吝𠲲（吝）𠯌（吝）𠴽（吝）悋𤌎𨴙𧶆𦺸橉閵𨶄（閵）甐䗲𥳞藺𩕔䉮躙轥躪𧖔凌𣎎𱼾𠗲掕
tɕiɲ1	矜𥎅兢𠓆（兢）靑𡴑𡴏𡴐𡗡寈菁旌旍晶腈睛聙精醒𣻒𩓨鼱婧蜻鶄箐氏京荆𦮓（荆）荊鶁麖驚麠蟼鯨巠𡿱（巠）徑（堅靈切 古定切）逕涇經𤔕（經）坕（經）鵛頸𩻛兓埐𩀿𪖼祲𥍯綅梫浸𥧲（浸）侵𢔀𥍯䜷駸今金𨤾（金）𨥄（金）釒衿䘳黅㦗襟𪑙禁津𦩏（津）𣸁（津）𦩦（津）𨔥（津）𦘔璡𦩨𦪉濜瑧巾斤觔筋竻（筋）䈥釿寧（俗 天~寺）寍（寧 俗 天~寺）井（又 天~）
tɕiɲ3	井丼𨙷肼景儆璥憼蟼警㯳頸臩憬璟暻囧煚煛（煚）剄烴䤐䭙𡩻䐶錦儘㢙㯸盡巹堇漌𧯷槿㹏𪏴謹慬菦𡎸𡏳緊胗𦜌𤷌坅
tɕiɲ5	殑殑精阱汬（阱）穽妌𩇕竫婧靖靜㣏（靜）猙睜穽淨婧䝼𩓞靚請㵾勁竟敬𣀖（敬）𢿩（敬）獍鏡涇痙儆倞誩𧮣（誩）曔𥪰競檠汫經𤔕（經）坕（經）俓徑（~直）逕（~直）𠲮弳桱𩰹浸祲濅𦺭𥧲𡫏蕈禁僸㯲凚噤䫴唫笒紟妗𤘡𦧈𦨽懍凚噤䶖齽鈙璡枃晉進𨙟（進）𨗃（進）搢瑨㬜縉𦎷䗯盡濜贐㶳賮壗藎濜燼贐斤巾（飾也）㧆劤靳㨷近𣥍（近）瘽慬僅㢙廑瑾㝻饉𠞱墐歏殣覲瘽近𣥍（近）境
tɕʰiɲ1	硱圊清淸𠗜（淸）綪卿氫輕𨌷（輕）𨓷（輕）𨆪鑋頃頔（頃）青靑菁𡴑𡴏𡴐𡗡寈鶄鯖靘綅衾菳嶔欽𣣽（欽）慶+𢞢（慶）+𢙎（慶）+𡩁𡪔寴親𢈥（親）
tɕʰiɲ2	䝼夝情𢚏（情）啨（情）晴氰請餳𩛿䫆䲔葝剠勍䵞樈檠擎黥頸𦳲葝𩷏梣䤁鈂埐嶜灊䰼𣜣𩷒鬵𩱠（鬵）灊覃𪉙（覃）𪉞（覃）𪉲（覃）撏枔𩖣鬵𩱠（鬵）鐔尋𠙛𡬻（尋）鄩𨼔噚𢒫潯樳𣎟𦠅襑𦅀鱏爓鱘𤅬䅾凜庈黔𦌣（黔）黚𨙽芩㪁耹㕋捦琴䥆𨪖（琴）𨫹（琴）𤫍（琴）珡（琴）𩰔（琴）禽𢄕（禽）雂靲䔷噙㩒檎澿鵭㱽堇㨷墐矜魿𥎊慬蘄芹勤瘽懄𥎊懃𧼒脣（又 嘴~子）殑䔷秦𣜈（秦）嗪𤚩螓溱嫀
tɕʰiɲ3	睛請傾頔𩓏苘頃䔛𩒵㩩檾磬謦䤐𦯈梫㾛寑寢𡨦（寢）𡫒（寢）鋟𡪢𡬓顉𩖄笉𤿳𧼒螼赾
tɕʰiɲ5	倩凊婧胜輕𨌷（輕）𨓷（輕）慶櫦𢞢（慶）𢙎（慶）掅靘𪊑𨆪鑋殸𥥻磬硜（磬）𡔝（磬）𥓕（磬）罄唚䈜儭寴瀙親𢈥（親）𡩁（親）臤𧼒菣𠦎𩔝搇欽
ɕiɲ1	𨞾興鉎胜星𠻖（星）𤽛（星）皨（星）〇猩惺腥煋𥠀篂鮏曐鯹醒𠷓馨蛵忄心㣺⺗芯杺𨊳𦁍㽎歆廞嬜鑫辛新𢀝（新）鋅薪邤忻昕欣訢炘蜻
ɕiɲ2	行陘㓝𠜚（㓝）刑邢形㼛侀型坓（型）䣆娙硎𤭓鈃鉶鋞𤬐桯
ɕiɲ3	省𡮀（省）䁞（省）渻㮐惺𢜫睲擤箵醒罧伈廞䘆
ɕiɲ5	𩜁嬹興臖幸㚔（幸）𠂷（幸）倖杏行性姓𤯧（姓）𤯣（姓）𣢝𩈡腥胜睲醒脛𩷏鋞𢙼涬悻緈脛踁𠖶？吣？沁吢？阠囟𠙷（囟）𦞤（囟）䪿（囟）𤜢申信㐰（信）䚱（信）顖卂汛訙訊𧨼（訊）𧫓（訊）䛜（訊）𠱖（訊）洒奞庍炘脪𦜓㾙焮衅舋釁
