广韵字	繁体字	简体字	常用级	频率	声母	韵母	调值	声调	国际音标	说明	
盆	盆	盆	C	6780	pʰ	ən	24	阳平	pʰən24		
噴	噴	喷	B	10027	pʰ	ən	45	去声	pʰən45	喷饭	
丕	丕	丕	D		pʰ	i	13	阴平	pʰi13	新	
劈	劈	劈	C	3759	pʰ	i	13	阴平	pʰi13		
批	批	批			pʰ	i	13	阴平	pʰi13	新	
披	披	披			pʰ	i	13	阴平	pʰi13	新	
邳	邳	邳	E		pʰ	i	13	阴平	pʰi13		
霹	霹	霹	C	1095	pʰ	i	13	阴平	pʰi13		
鼙	鼙	鼙	D		pʰ	i	13	阴平	pʰi13		
仳	仳	仳	D		pʰ	i	24	阳平	pʰi24		
匹	匹	匹	B	8025	pʰ	i	24	阳平	pʰi24		
啤	啤	啤	C	2332	pʰ	i	24	阳平	pʰi24		
埤	埤	埤	D		pʰ	i	24	阳平	pʰi24		
枇	枇	枇	D		pʰ	i	24	阳平	pʰi24		
毗	毗	毗	D		pʰ	i	24	阳平	pʰi24		
琵	琵	琵	D		pʰ	i	24	阳平	pʰi24		
疲	疲	疲	B	9364	pʰ	i	24	阳平	pʰi24		
皮	皮	皮	A3	49803	pʰ	i	24	阳平	pʰi24		
脾	脾	脾	C	5386	pʰ	i	24	阳平	pʰi24		
蚍	蚍	蚍	E		pʰ	i	24	阳平	pʰi24		
裨	裨	裨	D		pʰ	i	24	阳平	pʰi24		
郫	郫	郫	E		pʰ	i	24	阳平	pʰi24		
陂	陂	陂	E		pʰ	i	24	阳平	pʰi24		
陴	陴	陴	D		pʰ	i	24	阳平	pʰi24		
吡	吡	吡	E		pʰ	i	42	上声	pʰi42		
否	否	否	A3	64772	pʰ	i	42	上声	pʰi42		
痞	痞	痞	D		pʰ	i	42	上声	pʰi42		
僻	僻	僻	C	2391	pʰ	i	45	去声	pʰi45		
屁	屁	屁	C	4884	pʰ	i	45	去声	pʰi45		
癖	癖	癖	D		pʰ	i	45	去声	pʰi45		
譬	譬	譬	C	3985	pʰ	i	45	去声	pʰi45		
辟	辟	辟	C	5876	pʰ	i	45	去声	pʰi45		
闢	闢	辟	C	5876	pʰ	i	45	去声	pʰi45		
偏	偏	偏	B	21877	pʰ	ien	13	阴平	pʰien13		
扁	扁	扁	B	9917	pʰ	ien	13	阴平	pʰien13		
扁	扁	扁	B	9917	pʰ	ien	13	阴平	pʰien13		
篇	篇	篇	B	30894	pʰ	ien	13	阴平	pʰien13		
翩	翩	翩	C	1414	pʰ	ien	13	阴平	pʰien13		
便	便	便	A2	159479	pʰ	ien	24	阳平	pʰien24		
駢	駢	骈	D		pʰ	ien	24	阳平	pʰien24		
片	片	片			pʰ	ien	42	上声	pʰien42	竹片片	
片	片	片	A3	90559	pʰ	ien	45	去声	pʰien45		
諞	諞	谝	E		pʰ	ien	45	去声	pʰien45		
遍	遍	遍			pʰ	ien	45	去声	pʰien45	白	
騙	騙	骗	B	13854	pʰ	ien	45	去声	pʰien45		
嘌	嘌	嘌	E		pʰ	iau	13	阴平	pʰiau13		
漂	漂	漂	B	12488	pʰ	iau	13	阴平	pʰiau13		
飄	飄	飘	B	13357	pʰ	iau	13	阴平	pʰiau13		
剽	剽	剽	D		pʰ	iau	24	阳平	pʰiau24		
嫖	嫖	嫖	D		pʰ	iau	24	阳平	pʰiau24		
瓢	瓢	瓢	C	766	pʰ	iau	24	阳平	pʰiau24		
殍	殍	殍	E		pʰ	iau	42	上声	pʰiau42		
瞟	瞟	瞟	D		pʰ	iau	42	上声	pʰiau42		
縹	縹	缥	E		pʰ	iau	42	上声	pʰiau42		
漂	漂	漂	B	12488	pʰ	iau	45	去声	pʰiau45		
票	票	票	A3	36459	pʰ	iau	45	去声	pʰiau45		
氕	氕	氕	E		pʰ	ie	24	阳平	pʰie24		
掰	掰	掰	C	434	pʰ	ie	42	上声	pʰie42		
撇	撇	撇	C	2219	pʰ	ie	42	上声	pʰie42		
瞥	瞥	瞥	D		pʰ	ie	42	上声	pʰie42		
姘	姘	姘	D		pʰ	in	13	阴平	pʰin13		
拼	拼	拼	B	8842	pʰ	in	13	阴平	pʰin13		
坪	坪	坪	C	2815	pʰ	in	24	阳平	pʰin24		
嬪	嬪	嫔	D		pʰ	in	24	阳平	pʰin24		
屏	屏	屏	B	8208	pʰ	in	24	阳平	pʰin24		
屛	屛	屛	E		pʰ	in	24	阳平	pʰin24		
平	平	平	A2	191267	pʰ	in	24	阳平	pʰin24		
憑	憑	凭	B	15619	pʰ	in	24	阳平	pʰin24		
瓶	瓶	瓶	B	10361	pʰ	in	24	阳平	pʰin24		
萍	萍	萍	C	5646	pʰ	in	24	阳平	pʰin24		
蘋	蘋	苹	C	3805	pʰ	in	24	阳平	pʰin24		
評	評	评	A3	42966	pʰ	in	24	阳平	pʰin24		
貧	貧	贫	B	17263	pʰ	in	24	阳平	pʰin24		
頻	頻	频	B	13127	pʰ	in	24	阳平	pʰin24		
顰	顰	颦	D		pʰ	in	24	阳平	pʰin24		
馮	馮	冯	B	10128	pʰ	in	24	阳平	pʰin24		
品	品	品	A2	138528	pʰ	in	42	上声	pʰin42		
娉	娉	娉	E		pʰ	in	45	去声	pʰin45		
聘	聘	聘	C	5148	pʰ	in	45	去声	pʰin45		
坡	坡	坡	B	12758	pʰ	o	13	阴平	pʰo13		
陂	陂	陂	E		pʰ	o	13	阴平	pʰo13		
頗	頗	颇	B	12605	pʰ	o	13	阴平	pʰo13		
婆	婆	婆	B	17603	pʰ	o	24	阳平	pʰo24		
潑	潑	泼	C	4688	pʰ	o	24	阳平	pʰo24		
鄱	鄱	鄱	D		pʰ	o	24	阳平	pʰo24		
叵	叵	叵	D		pʰ	o	42	上声	pʰo42		
跛	跛	跛	C	648	pʰ	o	42	上声	pʰo42		
破	破	破	A3	67268	pʰ	o	45	去声	pʰo45		
粕	粕	粕	E		pʰ	o	45	去声	pʰo45		
怦	怦	怦	E		pʰ	oŋ	13	阴平	pʰoŋ13		
抨	抨	抨	D		pʰ	oŋ	13	阴平	pʰoŋ13		
烹	烹	烹	C	1074	pʰ	oŋ	13	阴平	pʰoŋ13		
篷	篷	篷			pʰ	oŋ	13	阴平	pʰoŋ13	白	
堋	堋	堋	E		pʰ	oŋ	24	阳平	pʰoŋ24		
彭	彭	彭	B	13866	pʰ	oŋ	24	阳平	pʰoŋ24	老派	
朋	朋	朋	A3	38271	pʰ	oŋ	24	阳平	pʰoŋ24		
棚	棚	棚	C	3929	pʰ	oŋ	24	阳平	pʰoŋ24		
浮	浮	浮			pʰ	oŋ	24	阳平	pʰoŋ24	白，侗	
澎	澎	澎	C	1056	pʰ	oŋ	24	阳平	pʰoŋ24		
硼	硼	硼	C	287	pʰ	oŋ	24	阳平	pʰoŋ24		
篷	篷	篷	C	3315	pʰ	oŋ	24	阳平	pʰoŋ24	文	
膨	膨	膨	C	4141	pʰ	oŋ	24	阳平	pʰoŋ24		
蓬	蓬	蓬	C	4225	pʰ	oŋ	24	阳平	pʰoŋ24		
蟛	蟛	蟛	E		pʰ	oŋ	24	阳平	pʰoŋ24		
鵬	鵬	鹏	B	7895	pʰ	oŋ	24	阳平	pʰoŋ24		
捧	捧	捧	C	4533	pʰ	oŋ	42	上声	pʰoŋ42		
砰	砰	砰	C	2261	pʰ	oŋ	42	上声	pʰoŋ42		
碰	碰	碰	B	16919	pʰ	oŋ	45	去声	pʰoŋ45		
碰	碰	碰			pʰ	oŋ	45	去声	pʰoŋ45	文读	
剖	剖	剖	C	3767	pʰ	əu	13	阴平	pʰəu13		
撲	撲	扑			pʰ	u	13	阴平	pʰu13	扑救	
鋪	鋪	铺	B	11654	pʰ	u	13	阴平	pʰu13	铺陈	
僕	僕	仆	C	8976	pʰ	u	24	阳平	pʰu24		
樸	樸	朴	C	6261	pʰ	u	24	阳平	pʰu24		
脯	脯	脯	C	1860	pʰ	u	24	阳平	pʰu24		
莆	莆	莆	E		pʰ	u	24	阳平	pʰu24		
菩	菩	菩	C	5477	pʰ	u	24	阳平	pʰu24		
葡	葡	葡	C	5943	pʰ	u	24	阳平	pʰu24		
蒲	蒲	蒲	C	4595	pʰ	u	24	阳平	pʰu24		
覆	覆	覆			pʰ	u	24	阳平	pʰu24	白，覆牌	
覆	覆	覆	B	8795	pʰ	u	24	阳平	pʰu24	白，覆转来	
哺	哺	哺	C	2466	pʰ	u	42	上声	pʰu42		
埔	埔	埔	D		pʰ	u	42	上声	pʰu42		
捕	捕	捕	B	18236	pʰ	u	42	上声	pʰu42		
普	普	普	A3	63570	pʰ	u	42	上声	pʰu42		
朴	朴	朴	C	6261	pʰ	u	42	上声	pʰu42		
浦	浦	浦	C	5766	pʰ	u	42	上声	pʰu42		
譜	譜	谱	C	5009	pʰ	u	42	上声	pʰu42		
仆	仆	仆	C	8976	pʰ	u	45	去声	pʰu45	仆倒	
撲	撲	扑	B	13748	pʰ	u	45	去声	pʰu45	扑爬	
瀑	瀑	瀑	C	1497	pʰ	u	45	去声	pʰu45		
赴	赴	赴			pʰ	u	45	去声	pʰu45	白	
攀	攀	攀	C	3998	pʰ	uan	13	阴平	pʰuan13	老	
潘	潘	潘	C	6477	pʰ	uan	13	阴平	pʰuan13	老	
瘢	瘢	瘢	E		pʰ	uan	24	阳平	pʰuan24		
盤	盤	盘	B	28582	pʰ	uan	24	阳平	pʰuan24	老	
磐	磐	盘	B	28582	pʰ	uan	24	阳平	pʰuan24		
蟠	蟠	蟠	E		pʰ	uan	24	阳平	pʰuan24		
蹣	蹣	蹒	D		pʰ	uan	24	阳平	pʰuan24		
判	判	判	A3	52045	pʰ	uan	45	去声	pʰuan45	老	
叛	叛	叛	B	9361	pʰ	uan	45	去声	pʰuan45	老	
畔	畔	畔	C	2378	pʰ	uan	45	去声	pʰuan45	老	
盼	盼	盼	C	5689	pʰ	uan	45	去声	pʰuan45	老	
絆	絆	绊	C	1525	pʰ	uan	45	去声	pʰuan45	老	
期	期	期	A2	169806	tɕʰ	i	13	阴平	tɕʰi13		
欺	欺	欺	B	10418	tɕʰ	i	13	阴平	tɕʰi13		
溪	溪	溪	C	5543	tɕʰ	i	13	阴平	tɕʰi13		
膝	膝	膝	C	4809	tɕʰ	i	13	阴平	tɕʰi13		
蛆	蛆	蛆	C	435	tɕʰ	i	13	阴平	tɕʰi13		
谿	谿	溪	D		tɕʰ	i	13	阴平	tɕʰi13		
趨	趨	趋			tɕʰ	i	13	阴平	tɕʰi13	老	
七	七	七	A3	76766	tɕʰ	i	24	阳平	tɕʰi24		
其	其	其	A1	403028	tɕʰ	i	24	阳平	tɕʰi24		
吃	吃	吃	A3		tɕʰ	i	24	阳平	tɕʰi24		
奇	奇	奇	A3	71919	tɕʰ	i	24	阳平	tɕʰi24		
崎	崎	崎	C	2662	tɕʰ	i	24	阳平	tɕʰi24		
旗	旗	旗	B	15665	tɕʰ	i	24	阳平	tɕʰi24		
柒	柒	柒	C	17	tɕʰ	i	24	阳平	tɕʰi24	新	
棋	棋	棋	C	6294	tɕʰ	i	24	阳平	tɕʰi24		
歧	歧	歧	C	6451	tɕʰ	i	24	阳平	tɕʰi24		
淇	淇	淇	D		tɕʰ	i	24	阳平	tɕʰi24		
漆	漆	漆	C	4884	tɕʰ	i	24	阳平	tɕʰi24	新	
琦	琦	琦	E		tɕʰ	i	24	阳平	tɕʰi24		
琪	琪	琪	D		tɕʰ	i	24	阳平	tɕʰi24		
畸	畸	畸	C	1562	tɕʰ	i	24	阳平	tɕʰi24		
祁	祁	祁	D		tɕʰ	i	24	阳平	tɕʰi24		
祈	祈	祈	C	3965	tɕʰ	i	24	阳平	tɕʰi24		
祺	祺	祺	D		tɕʰ	i	24	阳平	tɕʰi24		
芹	芹	芹	C	765	tɕʰ	i	24	阳平	tɕʰi24		
蜞	蜞	蜞	E		tɕʰ	i	24	阳平	tɕʰi24		
跂	跂	跂	E		tɕʰ	i	24	阳平	tɕʰi24		
騎	騎	骑	B	16037	tɕʰ	i	24	阳平	tɕʰi24		
鰭	鰭	鳍	C	2491	tɕʰ	i	24	阳平	tɕʰi24		
麒	麒	麒	D		tɕʰ	i	24	阳平	tɕʰi24		
乞	乞	乞	C	4073	tɕʰ	i	42	上声	tɕʰi42		
企	企	企	A3	93453	tɕʰ	i	42	上声	tɕʰi42		
取	取	取	A2	134102	tɕʰ	i	42	上声	tɕʰi42	老	
啟	啟	启	B	18041	tɕʰ	i	42	上声	tɕʰi42		
娶	娶	娶	C	3733	tɕʰ	i	42	上声	tɕʰi42	老	
曲	曲	曲			tɕʰ	i	42	上声	tɕʰi42	老	
杞	杞	杞	D		tɕʰ	i	42	上声	tɕʰi42		
綺	綺	绮	D		tɕʰ	i	42	上声	tɕʰi42		
訖	訖	讫	D		tɕʰ	i	42	上声	tɕʰi42		
豈	豈	岂	B	10036	tɕʰ	i	42	上声	tɕʰi42		
起	起	起	A1	424933	tɕʰ	i	42	上声	tɕʰi42		
迄	迄	迄	C	3496	tɕʰ	i	42	上声	tɕʰi42		
去	去	去	A1	476270	tɕʰ	i	45	去声	tɕʰi45		
器	器	器	A3	95444	tɕʰ	i	45	去声	tɕʰi45		
契	契	契	B	8845	tɕʰ	i	45	去声	tɕʰi45		
契	契	契	B	8845	tɕʰ	i	45	去声	tɕʰi45		
技	技	技			tɕʰ	i	45	去声	tɕʰi45	老	
棄	棄	弃	B	25730	tɕʰ	i	45	去声	tɕʰi45		
氣	氣	气	A2	190687	tɕʰ	i	45	去声	tɕʰi45		
汽	汽	汽	B	22098	tɕʰ	i	45	去声	tɕʰi45		
泣	泣	泣	C	3929	tɕʰ	i	45	去声	tɕʰi45		
靳	靳	靳	E		tɕʰ	i	45	去声	tɕʰi45		
恰	恰	恰	B	18420	tɕʰ	ia	24	阳平	tɕʰia24		
洽	洽	洽	C	1809	tɕʰ	ia	45	去声	tɕʰia45		
跨	跨	跨			tɕʰ	ia	45	去声	tɕʰia45	白读	
仟	仟	仟			tɕʰ	ien	13	阴平	tɕʰien13	新	
千	千	千			tɕʰ	ien	13	阴平	tɕʰien13	新	
牽	牽	牵	B	10641	tɕʰ	ien	13	阴平	tɕʰien13		
簽	簽	签	B	20057	tɕʰ	ien	13	阴平	tɕʰien13	新	
籤	籤	签	B	20057	tɕʰ	ien	13	阴平	tɕʰien13	新	
芊	芊	芊	E		tɕʰ	ien	13	阴平	tɕʰien13	新	
謙	謙	谦	C	4588	tɕʰ	ien	13	阴平	tɕʰien13		
鉛	鉛	铅	C	3075	tɕʰ	ien	13	阴平	tɕʰien13		
阡	阡	阡	D		tɕʰ	ien	13	阴平	tɕʰien13	新	
騫	騫	骞	D		tɕʰ	ien	13	阴平	tɕʰien13		
前	前	前			tɕʰ	ien	24	阳平	tɕʰien24	新	
掮	掮	掮	E		tɕʰ	ien	24	阳平	tɕʰien24		
潛	潛	潜	B	25452	tɕʰ	ien	24	阳平	tɕʰien24	新	
虔	虔	虔	D		tɕʰ	ien	24	阳平	tɕʰien24		
鉗	鉗	钳	C	1243	tɕʰ	ien	24	阳平	tɕʰien24		
黔	黔	黔	C	582	tɕʰ	ien	24	阳平	tɕʰien24		
淺	淺	浅	B	10088	tɕʰ	ien	42	上声	tɕʰien42	新	
譴	譴	谴	C	3619	tɕʰ	ien	42	上声	tɕʰien42		
遣	遣	遣	B	9335	tɕʰ	ien	42	上声	tɕʰien42		
踐	踐	践	B	12241	tɕʰ	ien	45	去声	tsʰien45	老	
倩	倩	倩			tɕʰ	ien	45	去声	tɕʰien45	新	
塹	塹	堑	D		tɕʰ	ien	45	去声	tɕʰien45	新	
嵌	嵌	嵌	C	2387	tɕʰ	ien	45	去声	tɕʰien45		
欠	欠	欠	C	7682	tɕʰ	ien	45	去声	tɕʰien45		
歉	歉	歉	C	5833	tɕʰ	ien	45	去声	tɕʰien45		
茜	茜	茜	E		tɕʰ	ien	45	去声	tɕʰien45	新	
戧	戧	戗	E		tɕʰ	iaŋ	13	阴平	tɕʰiaŋ13		
羌	羌	羌	D		tɕʰ	iaŋ	13	阴平	tɕʰiaŋ13		
腔	腔	腔	B	7975	tɕʰ	iaŋ	13	阴平	tɕʰiaŋ13		
蜣	蜣	蜣	E		tɕʰ	iaŋ	13	阴平	tɕʰiaŋ13		
強	強	强	A2	146665	tɕʰ	iaŋ	24	阳平	tɕʰiaŋ24		
強	強	强	A2	146665	tɕʰ	iaŋ	42	上声	tɕʰiaŋ42	勉强	
像	像	像			tɕʰ	iaŋ	45	去声	tɕʰiaŋ45	老	
敲	敲	敲	B	9978	tɕʰ	iau	13	阴平	tɕʰiau13	文	
橇	橇	橇	D		tɕʰ	iau	13	阴平	tɕʰiau13		
蹺	蹺	跷	C	783	tɕʰ	iau	13	阴平	tɕʰiau13		
鍬	鍬	锹			tɕʰ	iau	13	阴平	tɕʰiau13	新	
僑	僑	侨	C	4633	tɕʰ	iau	24	阳平	tɕʰiau24		
喬	喬	乔	B	14107	tɕʰ	iau	24	阳平	tɕʰiau24		
憔	憔	憔	C	1030	tɕʰ	iau	24	阳平	tɕʰiau24	新	
樵	樵	樵	D		tɕʰ	iau	24	阳平	tɕʰiau24	新	
橋	橋	桥	B	18815	tɕʰ	iau	24	阳平	tɕʰiau24		
瞧	瞧	瞧	B	12745	tɕʰ	iau	24	阳平	tɕʰiau24	新	
翹	翹	翘	C	1909	tɕʰ	iau	24	阳平	tɕʰiau24	弯	
蕎	蕎	荞	C	177	tɕʰ	iau	24	阳平	tɕʰiau24		
巧	巧	巧	B	20964	tɕʰ	iau	42	上声	tɕʰiau42		
悄	悄	悄	B	15141	tɕʰ	iau	42	上声	tɕʰiau42	新	
俏	俏	俏	C	2229	tɕʰ	iau	45	去声	tɕʰiau45	新	
峭	峭	峭	C	1918	tɕʰ	iau	45	去声	tɕʰiau45	新	
撬	撬	撬	C	900	tɕʰ	iau	45	去声	tɕʰiau45		
竅	竅	窍	C	1856	tɕʰ	iau	45	去声	tɕʰiau45		
翹	翹	翘	C	1909	tɕʰ	iau	45	去声	tɕʰiau45		
鞘	鞘	鞘	D		tɕʰ	iau	45	去声	tɕʰiau45		
切	切	切	A2	126391	tɕʰ	ie	24	阳平	tɕʰie24	新	
竊	竊	窃	C	6174	tɕʰ	ie	24	阳平	tɕʰie24	新	
且	且	且	A2	144597	tɕʰ	ie	42	上声	tɕʰie42		
妾	妾	妾	D		tɕʰ	ie	45	去声	tɕʰie45	新	
怯	怯	怯	C	3759	tɕʰ	ie	45	去声	tɕʰie45		
愜	愜	惬	D		tɕʰ	ie	45	去声	tɕʰie45		
傾	傾	倾	B	19849	tɕʰ	in	13	阴平	tɕʰin13		
卿	卿	卿	C	6825	tɕʰ	in	13	阴平	tɕʰin13		
欽	欽	钦	C	5840	tɕʰ	in	13	阴平	tɕʰin13		
氫	氫	氢	C	3092	tɕʰ	in	13	阴平	tɕʰin13		
烴	烴	烃	E		tɕʰ	in	13	阴平	tɕʰin13		
羥	羥	羟	E		tɕʰ	in	13	阴平	tɕʰin13		
親	親	亲	A2	118451	tɕʰ	in	13	阴平	tɕʰin13	新	
輕	輕	轻	A3	89852	tɕʰ	in	13	阴平	tɕʰin13		
頃	頃	顷	C	2753	tɕʰ	in	13	阴平	tɕʰin13		
勤	勤	勤	B	12536	tɕʰ	in	24	阳平	tɕʰin24		
擎	擎	擎	C	1768	tɕʰ	in	24	阳平	tɕʰin24		
擒	擒	擒	C	2328	tɕʰ	in	24	阳平	tɕʰin24		
琴	琴	琴	B	10383	tɕʰ	in	24	阳平	tɕʰin24		
禽	禽	禽	C	3408	tɕʰ	in	24	阳平	tɕʰin24		
秦	秦	秦	B	16088	tɕʰ	in	24	阳平	tɕʰin24	新	
寢	寢	寝			tɕʰ	in	42	上声	tɕʰin42		
寢	寢	寝			tɕʰ	in	42	上声	tɕʰin42	新	
請	請	请			tɕʰ	in	42	上声	tɕʰin42	新	
凊	凊	凊			tɕʰ	in	45	去声	tɕʰin45	冷，凉	
侵	侵	侵			tɕʰ	in	45	去声	tɕʰin45	新	
唚	唚	吣			tɕʰ	in	45	去声	tɕʰin45	新	
慶	慶	庆	B	19487	tɕʰ	in	45	去声	tɕʰin45		
沁	沁	沁			tɕʰ	in	45	去声	tɕʰin45	新	
浸	浸	浸			tɕʰ	in	45	去声	tɕʰin45	新	
磬	磬	磬	D		tɕʰ	in	45	去声	tɕʰin45		
罄	罄	罄	D		tɕʰ	in	45	去声	tɕʰin45		
卻	卻	却	A2	148679	tɕʰ	io	24	阳平	tɕʰio24		
榷	榷	榷	D		tɕʰ	io	24	阳平	tɕʰio24		
確	確	确	A2	128417	tɕʰ	io	24	阳平	tɕʰio24		
缺	缺	缺			tɕʰ	io	24	阳平	tɕʰio24	老	
雀	雀	雀	C	4675	tɕʰ	io	24	阳平	tɕʰio24		
鵲	鵲	鹊	C	999	tɕʰ	io	24	阳平	tɕʰio24		
嚼	嚼	嚼	C	2739	tɕʰ	io	45	去声	tɕʰio45	文读	
瓊	瓊	琼	C	5495	tɕʰ	ioŋ	24	阳平	tɕʰioŋ24		
穹	穹	穹	D		tɕʰ	ioŋ	24	阳平	tɕʰioŋ24		
窮	窮	穷	B	17672	tɕʰ	ioŋ	24	阳平	tɕʰioŋ24		
黥	黥	黥	E		tɕʰ	ioŋ	24	阳平	tɕʰioŋ24		
丘	丘	丘	B	7886	tɕʰ	iəu	13	阴平	tɕʰiəu13		
秋	秋	秋	B	24030	tɕʰ	iəu	13	阴平	tɕʰiəu13	新	
蚯	蚯	蚯	C	513	tɕʰ	iəu	13	阴平	tɕʰiəu13		
邱	邱	邱	D		tɕʰ	iəu	13	阴平	tɕʰiəu13		
鞦	鞦	秋	C		tɕʰ	iəu	13	阴平	tɕʰiəu13	新	
鰍	鰍	鳅	D		tɕʰ	iəu	13	阴平	tɕʰiəu13	新	
仇	仇	仇	B	13118	tɕʰ	iəu	24	阳平	tɕʰiəu24		
囚	囚	囚	C	3242	tɕʰ	iəu	24	阳平	tɕʰiəu24		
求	求	求	A2	138216	tɕʰ	iəu	24	阳平	tɕʰiəu24		
泅	泅	泅	D		tɕʰ	iəu	24	阳平	tɕʰiəu24		
球	球	球	A3	63913	tɕʰ	iəu	24	阳平	tɕʰiəu24		
虯	虯	虬	E		tɕʰ	iəu	24	阳平	tɕʰiəu24		
裘	裘	裘	D		tɕʰ	iəu	24	阳平	tɕʰiəu24		
逑	逑	逑	E		tɕʰ	iəu	24	阳平	tɕʰiəu24		
酋	酋	酋	D		tɕʰ	iəu	24	阳平	tɕʰiəu24		
區	區	区	A2	164775	tɕʰ	y	13	阴平	tɕʰy13		
吹	吹	吹	B	16180	tɕʰ	y	13	阴平	tɕʰy13		
屈	屈	屈	B	10591	tɕʰ	y	13	阴平	tɕʰy13		
嶇	嶇	岖	C	544	tɕʰ	y	13	阴平	tɕʰy13		
曲	曲	曲	B	27401	tɕʰ	y	13	阴平	tɕʰy13		
炊	炊	炊	C	1262	tɕʰ	y	13	阴平	tɕʰy13		
疽	疽	疽	D		tɕʰ	y	13	阴平	tɕʰy13		
蛐	蛐	蛐	E		tɕʰ	y	13	阴平	tɕʰy13		
趨	趨	趋	B	14160	tɕʰ	y	13	阴平	tɕʰy13	新	
軀	軀	躯	C	4797	tɕʰ	y	13	阴平	tɕʰy13		
驅	驅	驱	B	13692	tɕʰ	y	13	阴平	tɕʰy13		
出	出	出	A1	755256	tɕʰ	y	24	阳平	tɕʰy24		
垂	垂	垂	B	11949	tɕʰ	y	24	阳平	tɕʰy24		
廚	廚	厨	C	5932	tɕʰ	y	24	阳平	tɕʰy24		
捶	捶	捶	C	1061	tɕʰ	y	24	阳平	tɕʰy24		
櫥	櫥	橱	C	1806	tɕʰ	y	24	阳平	tɕʰy24		
渠	渠	渠	C	4769	tɕʰ	y	24	阳平	tɕʰy24		
滁	滁	滁			tɕʰ	y	24	阳平	tɕʰy24		
瞿	瞿	瞿	D		tɕʰ	y	24	阳平	tɕʰy24		
衢	衢	衢	D		tɕʰ	y	24	阳平	tɕʰy24		
錘	錘	锤	C	2071	tɕʰ	y	24	阳平	tɕʰy24		
除	除	除	A3	89272	tɕʰ	y	24	阳平	tɕʰy24		
麴	麴	曲	B	27401	tɕʰ	y	24	阳平	tɕʰy24		
黜	黜	黜	D		tɕʰ	y	24	阳平	tɕʰy24		
齣	齣	出	D		tɕʰ	y	24	阳平	tɕʰy24		
取	取	取			tɕʰ	y	42	上声	tɕʰy42	新	
娶	娶	娶			tɕʰ	y	42	上声	tɕʰy42	新	
暑	暑	暑	C	2697	tɕʰ	y	42	上声	tɕʰy42		
處	處	处	A2	194237	tɕʰ	y	42	上声	tɕʰy42		
貯	貯	贮	C	2398	tɕʰ	y	42	上声	tɕʰy42		
鼠	鼠	鼠	B	10476	tɕʰ	y	42	上声	tɕʰy42		
杵	杵	杵			tɕʰ	y	42	上声	tɕʰy42	站立不动	
處	處	处	A2	194237	tɕʰ	y	45	去声	tɕʰy45		
趣	趣	趣	B	27434	tɕʰ	y	45	去声	tɕʰy45		
揣	揣	揣	C	1829	tɕʰ	yai	42	上声	tɕʰyai42		
圈	圈	圈	B	17115	tɕʰ	yen	13	阴平	tɕʰyen13		
圈	圈	圈	B	17115	tɕʰ	yen	13	阴平	tɕʰyen13		
川	川	川	B	25575	tɕʰ	yen	13	阴平	tɕʰyen13		
捲	捲	卷	B	30343	tɕʰ	yen	13	阴平	tɕʰyen13		
穿	穿	穿	A3	45314	tɕʰ	yen	13	阴平	tɕʰyen13		
傳	傳	传	A2	128186	tɕʰ	yen	24	阳平	tɕʰyen24		
全	全	全	A2	305248	tɕʰ	yen	24	阳平	tɕʰyen24		
拳	拳	拳	B	9290	tɕʰ	yen	24	阳平	tɕʰyen24		
拳	拳	拴	C	1537	tɕʰ	yen	24	阳平	tɕʰyen24		
捲	捲	卷	B	30343	tɕʰ	yen	24	阳平	tɕʰyen24		
權	權	权	A2	144506	tɕʰ	yen	24	阳平	tɕʰyen24		
泉	泉	泉	B	11237	tɕʰ	yen	24	阳平	tɕʰyen24		
痊	痊	痊	C	893	tɕʰ	yen	24	阳平	tɕʰyen24		
船	船	船	A3	65883	tɕʰ	yen	24	阳平	tɕʰyen24		
蜷	蜷	蜷	E		tɕʰ	yen	24	阳平	tɕʰyen24		
醛	醛	醛	E		tɕʰ	yen	24	阳平	tɕʰyen24		
顴	顴	颧	E		tɕʰ	yen	24	阳平	tɕʰyen24		
喘	喘	喘	C	7320	tɕʰ	yen	42	上声	tɕʰyen42		
犬	犬	犬	C	3042	tɕʰ	yen	42	上声	tɕʰyen42		
串	串	串	B	8695	tɕʰ	yen	45	去声	tɕʰyen45		
券	券	券	B	14293	tɕʰ	yen	45	去声	tɕʰyen45		
勸	勸	劝	B	12587	tɕʰ	yen	45	去声	tɕʰyen45		
篡	篡	篡	C	1137	tɕʰ	yen	45	去声	tɕʰyen45		
床	床	床			tɕʰ	yaŋ	24	阳平	tɕʰyaŋ24		
炔	炔	炔	E		tɕʰ	ye	24	阳平	tɕʰye24		
瘸	瘸	瘸	C	609	tɕʰ	ye	24	阳平	tɕʰye24		
缺	缺	缺	A3	38506	tɕʰ	ye	24	阳平	tɕʰye24	新	
茄	茄	茄	C	1596	tɕʰ	ye	24	阳平	tɕʰye24		
春	春	春			tɕʰ	yn	13	阴平	tɕʰyn13		
椿	椿	椿	C	465	tɕʰ	yn	13	阴平	tɕʰyn13		
淳	淳	淳			tɕʰ	yn	24	阳平	tɕʰyn24		
純	純	纯	B	24890	tɕʰ	yn	24	阳平	tɕʰyn24		
群	群	群	A3	70459	tɕʰ	yn	24	阳平	tɕʰyn24		
脣	脣	唇	B	8279	tɕʰ	yn	24	阳平	tɕʰyn24		
裙	裙	裙	C	4062	tɕʰ	yn	24	阳平	tɕʰyn24		
