简体	繁體	声	韵	调	备注	其他的话	音標
份	份	v	aŋ	阳去			vaŋ˨˩˧
问	問	v	aŋ	阳去			vaŋ˨˩˧
吞	吞	tʰ	aŋ	阴平			tʰaŋ˧˧˦
□	□	tʰ	aŋ	阴平	红~~：红彤彤		tʰaŋ˧˧˦
褪	褪	tʰ	aŋ	阴去	蜕皮，脱		tʰaŋ˥˥˦
饨	飩	d	aŋ	阳平			daŋ˨˧˩
断	斷	d	aŋ	阳上	1		daŋ˧˩
囤	囤	d	aŋ	阳上	1		daŋ˧˩
盾	盾	d	aŋ	阳上			daŋ˧˩
邓	鄧	d	aŋ	阳上	2		daŋ˧˩
遁	遁	d	aŋ	阳去			daŋ˨˩˧
邓	鄧	d	aŋ	阳去	1		daŋ˨˩˧
屯	屯	d	aŋ	阳去			daŋ˨˩˧
囤	囤	d	aŋ	阳去	2		daŋ˨˩˧
墩	墩	n	aŋ	阴平	土~，量词：一~树。		naŋ˧˧˦
砧	砧	n	aŋ	阴平			naŋ˧˧˦
炖	燉	n	aŋ	阴平	把饭菜盛在碗里，再把碗放在水里加热。		naŋ˧˧˦
澸	澸	n	aŋ	阳平	低陷的坑洼。		naŋ˨˧˩
暖	暖	n	aŋ	阳上			naŋ˧˩
□	□	n	aŋ	阴去	~脚：跺脚。		naŋ˥˥˦
林	林	l	aŋ	阳平			laŋ˨˧˩
淋	淋	l	aŋ	阳平			laŋ˨˧˩
临	臨	l	aŋ	阳平			laŋ˨˧˩
邻	鄰	l	aŋ	阳平			laŋ˨˧˩
鳞	鱗	l	aŋ	阳平			laŋ˨˧˩
磷	磷	l	aŋ	阳平			laŋ˨˧˩
轮	輪	l	aŋ	阳平			laŋ˨˧˩
伦	倫	l	aŋ	阳平			laŋ˨˧˩
囵	圇	l	aŋ	阳平	圆		laŋ˨˧˩
沦	淪	l	aŋ	阳平			laŋ˨˧˩
吝	吝	l	aŋ	阳上			laŋ˧˩
卵	卵	l	aŋ	阳上			laŋ˧˩
□	□	l	aŋ	阳去	堤		laŋ˨˩˧
针	針	ʦ	aŋ	阴平			ʦaŋ˧˧˦
珍	珍	ʦ	aŋ	阴平			ʦaŋ˧˧˦
榛	榛	ʦ	aŋ	阴平			ʦaŋ˧˧˦
真	真	ʦ	aŋ	阴平			ʦaŋ˧˧˦
桢	楨	ʦ	aŋ	阴平	楔子		ʦaŋ˧˧˦
枕	枕	ʦ	aŋ	阴上			ʦaŋ˥˧
诊	診	ʦ	aŋ	阴上			ʦaŋ˥˧
疹	疹	ʦ	aŋ	阴上			ʦaŋ˥˧
稹	稹	ʦ	aŋ	阴上	挤		ʦaŋ˥˧
浸	浸	ʦ	aŋ	阴去			ʦaŋ˥˥˦
进	進	ʦ	aŋ	阴去			ʦaŋ˥˥˦
晋	晉	ʦ	aŋ	阴去			ʦaŋ˥˥˦
缙	縉	ʦ	aŋ	阴去			ʦaŋ˥˥˦
镇	鎮	ʦ	aŋ	阴去			ʦaŋ˥˥˦
振	振	ʦ	aŋ	阴去			ʦaŋ˥˥˦
震	震	ʦ	aŋ	阴去			ʦaŋ˥˥˦
侵	侵	ʦʰ	aŋ	阴平			ʦʰaŋ˧˧˦
亲	親	ʦʰ	aŋ	阴平			ʦʰaŋ˧˧˦
寝	寢	ʦʰ	aŋ	阴上			ʦʰaŋ˥˧
衬	襯	ʦʰ	aŋ	阴去			ʦʰaŋ˥˥˦
趁	趁	ʦʰ	aŋ	阴去			ʦʰaŋ˥˥˦
沉	沉	ʣ	aŋ	阳平			ʣaŋ˨˧˩
尘	塵	ʣ	aŋ	阳平			ʣaŋ˨˧˩
陈	陳	ʣ	aŋ	阳平			ʣaŋ˨˧˩
阵	陣	ʣ	aŋ	阳去			ʣaŋ˨˩˧
心	心	s	aŋ	阴平			saŋ˧˧˦
辛	辛	s	aŋ	阴平			saŋ˧˧˦
深	深	s	aŋ	阴平			saŋ˧˧˦
新	新	s	aŋ	阴平			saŋ˧˧˦
薪	薪	s	aŋ	阴平			saŋ˧˧˦
申	申	s	aŋ	阴平			saŋ˧˧˦
身	身	s	aŋ	阴平			saŋ˧˧˦
伸	伸	s	aŋ	阴平			saŋ˧˧˦
沈	沈	s	aŋ	阴上			saŋ˥˧
审	審	s	aŋ	阴上			saŋ˥˧
婶	嬸	s	aŋ	阴上	~婶		saŋ˥˧
迅	迅	s	aŋ	阴上			saŋ˥˧
信	信	s	aŋ	阴去			saŋ˥˥˦
讯	訊	s	aŋ	阴去			saŋ˥˥˦
寻	尋	z	aŋ	阳平			zaŋ˨˧˩
秦	秦	z	aŋ	阳平			zaŋ˨˧˩
神	神	z	aŋ	阳平			zaŋ˨˧˩
辰	辰	z	aŋ	阳平			zaŋ˨˧˩
晨	晨	z	aŋ	阳平			zaŋ˨˧˩
臣	臣	z	aŋ	阳平			zaŋ˨˧˩
仁	仁	z	aŋ	阳平			zaŋ˨˧˩
人	人	z	aŋ	阳平	2		zaŋ˨˧˩
葚	葚	z	aŋ	阳上			zaŋ˧˩
甚	甚	z	aŋ	阳上			zaŋ˧˩
尽	盡	z	aŋ	阳上			zaŋ˧˩
侭	侭	z	aŋ	阳上			zaŋ˧˩
忍	忍	z	aŋ	阳上	2		zaŋ˧˩
蕈	蕈	z	aŋ	阳上	野生蘑菇		zaŋ˧˩
赁	賃	z	aŋ	阳去			zaŋ˨˩˧
任	任	z	aŋ	阳去			zaŋ˨˩˧
紝	紝	z	aŋ	阳去			zaŋ˨˩˧
慎	慎	z	aŋ	阳去			zaŋ˨˩˧
刃	刃	z	aŋ	阳去			zaŋ˨˩˧
□	□	z	aŋ	阳去	~着头：低着头		zaŋ˨˩˧
□	□	z	aŋ	阳去	泥石流		zaŋ˨˩˧
跟	跟	k	aŋ	阴平	1		kaŋ˧˧˦
□	□	k	aŋ	阴上	盖：板~		kaŋ˥˧
啃	啃	kʰ	aŋ	阴平	老鼠~了		kʰaŋ˧˧˦
肯	肯	kʰ	aŋ	阴上	2		kʰaŋ˥˧
㔶	㔶	ɡ	aŋ	阳平	盖：竹~		ɡaŋ˨˧˩
很	很	x	aŋ	阴上			xaŋ˥˧
许	許	x	aŋ	阴上	多少		xaŋ˥˧
摁	摁		aŋ	阴平	用泥土盖住		aŋ˧˧˦
痕	痕		aŋ	阳平			aŋ˨˧˩
滚	滾	k	uaŋ	阴上			kuaŋ˥˧
卷	捲	k	uaŋ	阴上	1		kuaŋ˥˧
棍	棍	k	uaŋ	阴去			kuaŋ˥˥˦
桊	棬	k	uaŋ	阴去	牛鼻头~		kuaŋ˥˥˦
溃	潰	k	uaŋ	阴去	~脓		kuaŋ˥˥˦
熏	熏	k	uaŋ	阴去	烟~猛		kuaŋ˥˥˦
昆	昆	kʰ	uaŋ	阴平			kʰuaŋ˧˧˦
崑	崑	kʰ	uaŋ	阴平			kʰuaŋ˧˧˦
捆	捆	kʰ	uaŋ	阴上			kʰuaŋ˥˧
困	困	kʰ	uaŋ	阴去			kʰuaŋ˥˥˦
睏	睏	kʰ	uaŋ	阴去	2		kʰuaŋ˥˥˦
□	□	ɡ	uaŋ	阳去	热~：疖子		ɡuaŋ˨˩˧
昏	昏	x	uaŋ	阴平	1，~过去		xuaŋ˧˧˦
温	溫		uaŋ	阴平			uaŋ˧˧˦
瘟	瘟		uaŋ	阴平	2		uaŋ˧˧˦
浑	渾		uaŋ	阳平			uaŋ˨˧˩
恒	恒		uaŋ	阳平			uaŋ˨˧˩
稳	穩		uaŋ	阴上	2		uaŋ˥˧
混	混		uaŋ	阳上			uaŋ˧˩
拼	拼	pʰ	aiŋ	阴平	~命		pʰaiŋ˧˧˦
聘	聘	pʰ	aiŋ	阴去			pʰaiŋ˥˥˦
姘	姘	pʰ	aiŋ	阴去			pʰaiŋ˥˥˦
凭	憑	b	aiŋ	阳平			baiŋ˨˧˩
平	平	b	aiŋ	阳平			baiŋ˨˧˩
坪	坪	b	aiŋ	阳平			baiŋ˨˧˩
评	評	b	aiŋ	阳平			baiŋ˨˧˩
凭	憑	b	aiŋ	阳平			baiŋ˨˧˩
屏	屏	b	aiŋ	阳平			baiŋ˨˧˩
萍	萍	b	aiŋ	阳平			baiŋ˨˧˩
病	病	b	aiŋ	阳去			baiŋ˨˩˧
冰	冰	m	aiŋ	阴平			maiŋ˧˧˦
兵	兵	m	aiŋ	阴平			maiŋ˧˧˦
丙	丙	m	aiŋ	阴上			maiŋ˥˧
饼	餅	m	aiŋ	阴上			maiŋ˥˧
秉	秉	m	aiŋ	阴上			maiŋ˥˧
进	進	m	aiŋ	阴去			maiŋ˥˥˦
并	併	m	aiŋ	阴去			maiŋ˥˥˦
并	並	m	aiŋ	阴去			maiŋ˥˥˦
萌	萌	m	aiŋ	阳平			maiŋ˨˧˩
鸣	鳴	m	aiŋ	阳平			maiŋ˨˧˩
明	明	m	aiŋ	阳平			maiŋ˨˧˩
盟	盟	m	aiŋ	阳平			maiŋ˨˧˩
名	名	m	aiŋ	阳平			maiŋ˨˧˩
旁	旁	m	aiŋ	阳平	~沿：旁边		maiŋ˨˧˩
□	□	m	aiŋ	阳平	被、让		maiŋ˨˧˩
命	命	m	aiŋ	阳去			maiŋ˨˩˧
厅	廳	tʰ	aiŋ	阴平			tʰaiŋ˧˧˦
汀	汀	tʰ	aiŋ	阴平			tʰaiŋ˧˧˦
艇	艇	tʰ	aiŋ	阴上			tʰaiŋ˥˧
挺	挺	tʰ	aiŋ	阴上			tʰaiŋ˥˧
听	聽	tʰ	aiŋ	阴去			tʰaiŋ˥˥˦
腾	騰	d	aiŋ	阳平			daiŋ˨˧˩
誉	譽	d	aiŋ	阳平			daiŋ˨˧˩
亭	亭	d	aiŋ	阳平			daiŋ˨˧˩
停	停	d	aiŋ	阳平			daiŋ˨˧˩
廷	廷	d	aiŋ	阳平			daiŋ˨˧˩
庭	庭	d	aiŋ	阳平			daiŋ˨˧˩
蜓	蜓	d	aiŋ	阳平			daiŋ˨˧˩
藤	藤	d	aiŋ	阳平			daiŋ˨˧˩
锭	錠	d	aiŋ	阳上	纱~		daiŋ˧˩
定	定	d	aiŋ	阳去			daiŋ˨˩˧
锭	錠	d	aiŋ	阳去			daiŋ˨˩˧
登	登	n	aiŋ	阴平			naiŋ˧˧˦
灯	燈	n	aiŋ	阴平			naiŋ˧˧˦
丁	丁	n	aiŋ	阴平			naiŋ˧˧˦
钉	釘	n	aiŋ	阴平	铁~		naiŋ˧˧˦
疔	疔	n	aiŋ	阴平			naiŋ˧˧˦
等	等	n	aiŋ	阴上			naiŋ˥˧
顶	頂	n	aiŋ	阴上			naiŋ˥˧
鼎	鼎	n	aiŋ	阴上			naiŋ˥˧
凳	凳	n	aiŋ	阴去			naiŋ˥˥˦
瞪	瞪	n	aiŋ	阴去			naiŋ˥˥˦
澄	澄	n	aiŋ	阴去	让液体里的杂质沉下去		naiŋ˥˥˦
钉	釘	n	aiŋ	阴去	~住		naiŋ˥˥˦
订	訂	n	aiŋ	阴去			naiŋ˥˥˦
能	能	n	aiŋ	阳平			naiŋ˨˧˩
人	人	n	aiŋ	阳平			naiŋ˨˧˩
□	□	n	aiŋ	阳平	被、给		naiŋ˨˧˩
宁	寧	n	aiŋ	阳去			naiŋ˨˩˧
楞	楞	l	aiŋ	阳平			laiŋ˨˧˩
陵	陵	l	aiŋ	阳平			laiŋ˨˧˩
凌	淩	l	aiŋ	阳平			laiŋ˨˧˩
菱	菱	l	aiŋ	阳平			laiŋ˨˧˩
灵	靈	l	aiŋ	阳平			laiŋ˨˧˩
零	零	l	aiŋ	阳平			laiŋ˨˧˩
铃	鈴	l	aiŋ	阳平			laiŋ˨˧˩
伶	伶	l	aiŋ	阳平			laiŋ˨˧˩
拎	拎	l	aiŋ	阳平			laiŋ˨˧˩
稜	稜	l	aiŋ	阳平	花麦~：荞麦所结的实		laiŋ˨˧˩
领	領	l	aiŋ	阳上			laiŋ˧˩
岭	嶺	l	aiŋ	阳上			laiŋ˧˩
令	令	l	aiŋ	阳去			laiŋ˨˩˧
另	另	l	aiŋ	阳去			laiŋ˨˩˧
领	領	l	aiŋ	阳去	一~草席		laiŋ˨˩˧
曾	曾	ʦ	aiŋ	阴平	姓		ʦaiŋ˧˧˦
增	增	ʦ	aiŋ	阴平			ʦaiŋ˧˧˦
憎	憎	ʦ	aiŋ	阴平			ʦaiŋ˧˧˦
征	征	ʦ	aiŋ	阴平			ʦaiŋ˧˧˦
惩	懲	ʦ	aiŋ	阴平			ʦaiŋ˧˧˦
蒸	蒸	ʦ	aiŋ	阴平			ʦaiŋ˧˧˦
精	精	ʦ	aiŋ	阴平			ʦaiŋ˧˧˦
晶	晶	ʦ	aiŋ	阴平			ʦaiŋ˧˧˦
睛	睛	ʦ	aiŋ	阴平			ʦaiŋ˧˧˦
贞	貞	ʦ	aiŋ	阴平			ʦaiŋ˧˧˦
侦	偵	ʦ	aiŋ	阴平			ʦaiŋ˧˧˦
正	正	ʦ	aiŋ	阴平	~月		ʦaiŋ˧˧˦
井	井	ʦ	aiŋ	阴上			ʦaiŋ˥˧
整	整	ʦ	aiŋ	阴上			ʦaiŋ˥˧
□	□	ʦ	aiŋ	阴上	~痱：痱子		ʦaiŋ˥˧
证	證	ʦ	aiŋ	阴去			ʦaiŋ˥˥˦
症	症	ʦ	aiŋ	阴去			ʦaiŋ˥˥˦
正	正	ʦ	aiŋ	阴去			ʦaiŋ˥˥˦
政	政	ʦ	aiŋ	阴去			ʦaiŋ˥˥˦
甑	甑	ʦ	aiŋ	阴去			ʦaiŋ˥˥˦
称	稱	ʦʰ	aiŋ	阴平	~呼、~重量		ʦʰaiŋ˧˧˦
清	清	ʦʰ	aiŋ	阴平			ʦʰaiŋ˧˧˦
青	青	ʦʰ	aiŋ	阴平			ʦʰaiŋ˧˧˦
蜻	蜻	ʦʰ	aiŋ	阴平	2		ʦʰaiŋ˧˧˦
蛏	蟶	ʦʰ	aiŋ	阴平	~干		ʦʰaiŋ˧˧˦
请	請	ʦʰ	aiŋ	阴上			ʦʰaiŋ˥˧
称	稱	ʦʰ	aiŋ	阴去	相~		ʦʰaiŋ˥˥˦
秤	秤	ʦʰ	aiŋ	阴去			ʦʰaiŋ˥˥˦
澄	澄	ʣ	aiŋ	阳平			ʣaiŋ˨˧˩
呈	呈	ʣ	aiŋ	阳平			ʣaiŋ˨˧˩
程	程	ʣ	aiŋ	阳平			ʣaiŋ˨˧˩
逞	逞	ʣ	aiŋ	阳平			ʣaiŋ˨˧˩
赠	贈	ʣ	aiŋ	阳去			ʣaiŋ˨˩˧
郑	鄭	ʣ	aiŋ	阳去			ʣaiŋ˨˩˧
僧	僧	s	aiŋ	阴平			saiŋ˧˧˦
升	升	s	aiŋ	阴平			saiŋ˧˧˦
声	聲	s	aiŋ	阴平			saiŋ˧˧˦
星	星	s	aiŋ	阴平			saiŋ˧˧˦
腥	腥	s	aiŋ	阴平			saiŋ˧˧˦
省	省	s	aiŋ	阴上	反~		saiŋ˥˧
醒	醒	s	aiŋ	阴上			saiŋ˥˧
胜	勝	s	aiŋ	阴去			saiŋ˥˥˦
性	性	s	aiŋ	阴去			saiŋ˥˥˦
姓	姓	s	aiŋ	阴去			saiŋ˥˥˦
圣	聖	s	aiŋ	阴去			saiŋ˥˥˦
曾	曾	z	aiŋ	阳平	~经		zaiŋ˨˧˩
层	層	z	aiŋ	阳平			zaiŋ˨˧˩
乘	乘	z	aiŋ	阳平			zaiŋ˨˧˩
绳	繩	z	aiŋ	阳平			zaiŋ˨˧˩
承	承	z	aiŋ	阳平			zaiŋ˨˧˩
丞	丞	z	aiŋ	阳平			zaiŋ˨˧˩
仍	仍	z	aiŋ	阳平			zaiŋ˨˧˩
成	成	z	aiŋ	阳平			zaiŋ˨˧˩
城	城	z	aiŋ	阳平			zaiŋ˨˧˩
诚	誠	z	aiŋ	阳平			zaiŋ˨˧˩
晴	晴	z	aiŋ	阳平			zaiŋ˨˧˩
情	情	z	aiŋ	阳平			zaiŋ˨˧˩
静	靜	z	aiŋ	阳上			zaiŋ˧˩
靖	靖	z	aiŋ	阳上			zaiŋ˧˩
净	淨	z	aiŋ	阳上	2		zaiŋ˧˩
净	淨	z	aiŋ	阳去	1		zaiŋ˨˩˧
盛	盛	z	aiŋ	阳去			zaiŋ˨˩˧
□	□	x	aiŋ	阴去	和：我~你		xaiŋ˥˥˦
品	品	pʰ	iaiŋ	阴上			pʰiaiŋ˥˧
贫	貧	b	iaiŋ	阳平			biaiŋ˨˧˩
彬	彬	m	iaiŋ	阴平			miaiŋ˧˧˦
宾	賓	m	iaiŋ	阴平			miaiŋ˧˧˦
槟	檳	m	iaiŋ	阴平			miaiŋ˧˧˦
殡	殯	m	iaiŋ	阴平			miaiŋ˧˧˦
鬓	鬢	m	iaiŋ	阴平			miaiŋ˧˧˦
皿	皿	m	iaiŋ	阴上			miaiŋ˥˧
禀	稟	m	iaiŋ	阴上			miaiŋ˥˧
民	民	m	iaiŋ	阳平			miaiŋ˨˧˩
闽	閩	m	iaiŋ	阳上			miaiŋ˧˩
悯	憫	m	iaiŋ	阳上			miaiŋ˧˩
敏	敏	m	iaiŋ	阳上			miaiŋ˧˩
抿	抿	m	iaiŋ	阳上			miaiŋ˧˩
今	今	ʨ	iaiŋ	阴平			ʨiaiŋ˧˧˦
金	金	ʨ	iaiŋ	阴平			ʨiaiŋ˧˧˦
斤	斤	ʨ	iaiŋ	阴平			ʨiaiŋ˧˧˦
筋	筋	ʨ	iaiŋ	阴平			ʨiaiŋ˧˧˦
芹	芹	ʨ	iaiŋ	阴平			ʨiaiŋ˧˧˦
茎	莖	ʨ	iaiŋ	阴平			ʨiaiŋ˧˧˦
京	京	ʨ	iaiŋ	阴平			ʨiaiŋ˧˧˦
荆	荊	ʨ	iaiŋ	阴平			ʨiaiŋ˧˧˦
惊	驚	ʨ	iaiŋ	阴平			ʨiaiŋ˧˧˦
经	經	ʨ	iaiŋ	阴平			ʨiaiŋ˧˧˦
鲸	鯨	ʨ	iaiŋ	阴平			ʨiaiŋ˧˧˦
锦	錦	ʨ	iaiŋ	阴上			ʨiaiŋ˥˧
景	景	ʨ	iaiŋ	阴上			ʨiaiŋ˥˧
警	警	ʨ	iaiŋ	阴上			ʨiaiŋ˥˧
颈	頸	ʨ	iaiŋ	阴上			ʨiaiŋ˥˧
禁	禁	ʨ	iaiŋ	阴去			ʨiaiŋ˥˥˦
襟	襟	ʨ	iaiŋ	阴去			ʨiaiŋ˥˥˦
敬	敬	ʨ	iaiŋ	阴去			ʨiaiŋ˥˥˦
镜	鏡	ʨ	iaiŋ	阴去			ʨiaiŋ˥˥˦
境	境	ʨ	iaiŋ	阴去	究~		ʨiaiŋ˥˥˦
竟	竟	ʨ	iaiŋ	阴去			ʨiaiŋ˥˥˦
钦	欽	ʨʰ	iaiŋ	阴平			ʨʰiaiŋ˧˧˦
卿	卿	ʨʰ	iaiŋ	阴平			ʨʰiaiŋ˧˧˦
轻	輕	ʨʰ	iaiŋ	阴平			ʨʰiaiŋ˧˧˦
肯	肯	ʨʰ	iaiŋ	阴上	1		ʨʰiaiŋ˥˧
揿	撳	ʨʰ	iaiŋ	阴去			ʨʰiaiŋ˥˥˦
庆	慶	ʨʰ	iaiŋ	阴去			ʨʰiaiŋ˥˥˦
琴	琴	ʥ	iaiŋ	阳平			ʥiaiŋ˨˧˩
禽	禽	ʥ	iaiŋ	阳平			ʥiaiŋ˨˧˩
擒	擒	ʥ	iaiŋ	阳平			ʥiaiŋ˨˧˩
勤	勤	ʥ	iaiŋ	阳平			ʥiaiŋ˨˧˩
荆	荊	ʥ	iaiŋ	阳平	紫~		ʥiaiŋ˨˧˩
□	□	ʥ	iaiŋ	阳平	两臂向左右伸长的长度		ʥiaiŋ˨˧˩
擎	擎	ʥ	iaiŋ	阳平	2		ʥiaiŋ˨˧˩
近	近	ʥ	iaiŋ	阳上			ʥiaiŋ˧˩
竞	競	ʥ	iaiŋ	阳上	~姆：舅母		ʥiaiŋ˧˩
妗	妗	ʥ	iaiŋ	阳上			ʥiaiŋ˧˩
劲	勁	ʥ	iaiŋ	阳去			ʥiaiŋ˨˩˧
径	徑	ʥ	iaiŋ	阳去			ʥiaiŋ˨˩˧
谨	謹	ʥ	iaiŋ	阳去			ʥiaiŋ˨˩˧
□	□	ʥ	iaiŋ	阳去	镬~：铁丝编制的锅圈		ʥiaiŋ˨˩˧
欣	欣	ɕ	iaiŋ	阴平			ɕiaiŋ˧˧˦
兴	興	ɕ	iaiŋ	阴平	~旺		ɕiaiŋ˧˧˦
馨	馨	ɕ	iaiŋ	阴平			ɕiaiŋ˧˧˦
擤	擤	ɕ	iaiŋ	阴上			ɕiaiŋ˥˧
兴	興	ɕ	iaiŋ	阴去	高~		ɕiaiŋ˥˥˦
行	行	ɕ	iaiŋ	阴去	~不~		ɕiaiŋ˥˥˦
壬	壬	ȵ	iaiŋ	阳平			ȵiaiŋ˨˧˩
吟	吟	ȵ	iaiŋ	阳平			ȵiaiŋ˨˧˩
凝	凝	ȵ	iaiŋ	阳平			ȵiaiŋ˨˧˩
迎	迎	ȵ	iaiŋ	阳平			ȵiaiŋ˨˧˩
人	人	ȵ	iaiŋ	阳平	丈~：岳父		ȵiaiŋ˨˧˩
萤	螢	ȵ	iaiŋ	阳平	火~姑：萤火虫		ȵiaiŋ˨˧˩
银	銀	ȵ	iaiŋ	阳平			ȵiaiŋ˨˧˩
忍	忍	ȵ	iaiŋ	阳上	1		ȵiaiŋ˧˩
耳	耳	ȵ	iaiŋ	阳上	~朵		ȵiaiŋ˧˩
尾	尾	ȵ	iaiŋ	阳上	~巴		ȵiaiŋ˧˩
认	認	ȵ	iaiŋ	阳去			ȵiaiŋ˨˩˧
韧	韌	ȵ	iaiŋ	阳去			ȵiaiŋ˨˩˧
音	音		iaiŋ	阴平			iaiŋ˧˧˦
阴	陰		iaiŋ	阴平			iaiŋ˧˧˦
荫	蔭		iaiŋ	阴平			iaiŋ˧˧˦
因	因		iaiŋ	阴平			iaiŋ˧˧˦
姻	姻		iaiŋ	阴平			iaiŋ˧˧˦
殷	殷		iaiŋ	阴平			iaiŋ˧˧˦
鹰	鷹		iaiŋ	阴平			iaiŋ˧˧˦
鹦	鸚		iaiŋ	阴平			iaiŋ˧˧˦
樱	櫻		iaiŋ	阴平			iaiŋ˧˧˦
英	英		iaiŋ	阴平			iaiŋ˧˧˦
婴	嬰		iaiŋ	阴平			iaiŋ˧˧˦
缨	纓		iaiŋ	阴平			iaiŋ˧˧˦
应	應		iaiŋ	阴平	姓		iaiŋ˧˧˦
淫	淫		iaiŋ	阳平			iaiŋ˨˧˩
寅	寅		iaiŋ	阳平			iaiŋ˨˧˩
蝇	蠅		iaiŋ	阳平			iaiŋ˨˧˩
盈	盈		iaiŋ	阳平			iaiŋ˨˧˩
赢	贏		iaiŋ	阳平			iaiŋ˨˧˩
形	形		iaiŋ	阳平			iaiŋ˨˧˩
型	型		iaiŋ	阳平			iaiŋ˨˧˩
刑	刑		iaiŋ	阳平			iaiŋ˨˧˩
萤	螢		iaiŋ	阳平			iaiŋ˨˧˩
营	營		iaiŋ	阳平			iaiŋ˨˧˩
饮	飲		iaiŋ	阴上			iaiŋ˥˧
隐	隱		iaiŋ	阴上			iaiŋ˥˧
影	影		iaiŋ	阴上			iaiŋ˥˧
引	引		iaiŋ	阳上			iaiŋ˧˩
印	印		iaiŋ	阴去			iaiŋ˥˥˦
应	應		iaiŋ	阴去	响~、~当		iaiŋ˥˥˦
映	映		iaiŋ	阳去			iaiŋ˨˩˧
津	津	ʦ	yaiŋ	阴平			ʦyaiŋ˧˧˦
肫	肫	ʦ	yaiŋ	阴平			ʦyaiŋ˧˧˦
准	准	ʦ	yaiŋ	阴上			ʦyaiŋ˥˧
俊	俊	ʦ	yaiŋ	阴去			ʦyaiŋ˥˥˦
春	春	ʦʰ	yaiŋ	阴平			ʦʰyaiŋ˧˧˦
椿	椿	ʦʰ	yaiŋ	阴平			ʦʰyaiŋ˧˧˦
蠢	蠢	ʦʰ	yaiŋ	阴平			ʦʰyaiŋ˧˧˦
舂	舂	ʦʰ	yaiŋ	阴平	2，~米		ʦʰyaiŋ˧˧˦
穿	穿	ʦʰ	yaiŋ	阴平	1，~针		ʦʰyaiŋ˧˧˦
串	串	ʦʰ	yaiŋ	阴去	1，一~葡萄		ʦʰyaiŋ˥˥˦
荀	荀	s	yaiŋ	阴平			syaiŋ˧˧˦
旬	旬	s	yaiŋ	阴平			syaiŋ˧˧˦
殉	殉	s	yaiŋ	阴平			syaiŋ˧˧˦
笋	筍	s	yaiŋ	阴上			syaiŋ˥˧
榫	榫	s	yaiŋ	阴上			syaiŋ˥˧
舜	舜	s	yaiŋ	阴去			syaiŋ˥˥˦
峋	峋	s	yaiŋ	阴去	陡		syaiŋ˥˥˦
巡	巡	z	yaiŋ	阳平			zyaiŋ˨˧˩
循	循	z	yaiŋ	阳平			zyaiŋ˨˧˩
纯	純	z	yaiŋ	阳平			zyaiŋ˨˧˩
唇	唇	z	yaiŋ	阳平			zyaiŋ˨˧˩
顺	順	z	yaiŋ	阳去			zyaiŋ˨˩˧
润	潤	z	yaiŋ	阳去			zyaiŋ˨˩˧
闰	閏	z	yaiŋ	阳去			zyaiŋ˨˩˧
军	軍	ʨ	yaiŋ	阴平			ʨyaiŋ˧˧˦
均	均	ʨ	yaiŋ	阴平			ʨyaiŋ˧˧˦
君	君	ʨ	yaiŋ	阴平			ʨyaiŋ˧˧˦
钧	鈞	ʨ	yaiŋ	阴平		原文为“钓”，疑为“钧”之误。	ʨyaiŋ˧˧˦
莙	莙	ʨ	yaiŋ	阴平	~荙菜		ʨyaiŋ˧˧˦
菌	菌	ʨ	yaiŋ	阴上			ʨyaiŋ˥˧
倾	傾	ʨʰ	yaiŋ	阴平			ʨʰyaiŋ˧˧˦
顷	頃	ʨʰ	yaiŋ	阴平			ʨʰyaiŋ˧˧˦
窘	窘	ʨʰ	yaiŋ	阴上			ʨʰyaiŋ˥˧
群	群	ʥ	yaiŋ	阳平			ʥyaiŋ˨˧˩
裙	裙	ʥ	yaiŋ	阳平			ʥyaiŋ˨˧˩
琼	瓊	ʥ	yaiŋ	阳平			ʥyaiŋ˨˧˩
郡	郡	ʥ	yaiŋ	阳去			ʥyaiŋ˨˩˧
熏	熏	ɕ	yaiŋ	阴平			ɕyaiŋ˧˧˦
勋	勳	ɕ	yaiŋ	阴平			ɕyaiŋ˧˧˦
薰	薰	ɕ	yaiŋ	阴平			ɕyaiŋ˧˧˦
兄	兄	ɕ	yaiŋ	阴平			ɕyaiŋ˧˧˦
□	□	ɕ	yaiŋ	阴上	纽扣		ɕyaiŋ˥˧
训	訓	ɕ	yaiŋ	阴去			ɕyaiŋ˥˥˦
云	雲		yaiŋ	阳平			yaiŋ˨˧˩
匀	勻		yaiŋ	阳平			yaiŋ˨˧˩
允	允		yaiŋ	阴上			yaiŋ˥˧
尹	尹		yaiŋ	阴上			yaiŋ˥˧
泳	泳		yaiŋ	阴上			yaiŋ˥˧
永	永		yaiŋ	阴上			yaiŋ˥˧
咏	詠		yaiŋ	阴上			yaiŋ˥˧
韵	韻		yaiŋ	阳去			yaiŋ˨˩˧
运	運		yaiŋ	阳去			yaiŋ˨˩˧
晕	暈		yaiŋ	阳去			yaiŋ˨˩˧
孕	孕		yaiŋ	阳去			yaiŋ˨˩˧
颖	穎		yaiŋ	阳去			yaiŋ˨˩˧
崩	崩	ʔb	ɑum	阴平			ʔbɑum˧˧˦
蓬	蓬	ʔb	ɑum	阴平			ʔbɑum˧˧˦
□	□	pʰ	ɑum	阴平	用鼻子闻		pʰɑum˧˧˦
□	□	pʰ	ɑum	阴平	pʰa33 ~：一种野生藤萝		pʰɑum˧˧˦
捧	捧	pʰ	ɑum	阴上			pʰɑum˥˧
